index,Length,stNum,sqNum,attack,timeAllowedtoLive,numDatSetEntries,boolean_1,integer_1,integer_2,integer_3,integer_4,time_diff,time_from_start,sqNum_diff,stNum_diff,timestamp_diff,boolean_1_diff,Length_diff,freq
0,131,1,0,0,1500,5,True,1,1,0,1,0.0,0.0,0,0,0.0,0,0,0.0
1,131,1,1,0,1500,5,True,1,1,0,1,1.048746372,1.048746372,1,0,0.0,0,0,0.9535193891474076
2,131,1,2,0,1500,5,True,1,1,0,1,1.0646056650000002,2.1133520370000003,1,0,0.0,0,0,0.9393149340417983
3,131,1,3,0,1500,5,True,1,1,0,1,1.0588056960000003,3.1721577330000006,1,0,0.0,0,0,0.9444603516753274
4,131,1,4,0,1500,5,True,1,1,0,1,1.0347373429999998,4.206895076,1,0,0.0,0,0,0.9664288302389027
5,131,1,5,0,1500,5,True,1,1,0,1,1.055231932,5.262127008,1,0,0.0,0,0,0.9476589645128365
6,131,1,6,0,1500,5,True,1,1,0,1,1.070426071,6.332553079,1,0,0.0,0,0,0.934207440468815
7,131,1,7,0,1500,5,True,1,1,0,1,1.1347528889999996,7.467305968,1,0,0.0,0,0,0.8812491333520636
8,131,1,8,0,1500,5,True,1,1,0,1,1.0559595169999998,8.523265485,1,0,0.0,0,0,0.9470060015567815
9,131,1,9,0,1500,5,True,1,1,0,1,1.071507282000001,9.594772767,1,0,0.0,0,0,0.9332647727166815
10,131,1,10,0,1500,5,True,1,1,0,1,1.060482112999999,10.65525488,1,0,0.0,0,0,0.9429673426278722
11,131,1,11,0,1500,5,True,1,1,0,1,1.074554882000001,11.729809762,1,0,0.0,0,0,0.9306178928141513
12,131,1,12,0,1500,5,True,1,1,0,1,1.0576923889999996,12.787502151,1,0,0.0,0,0,0.9454544727748819
13,131,1,13,0,1500,5,True,1,1,0,1,1.056166332,13.843668483,1,0,0.0,0,0,0.9468205619718617
14,131,1,14,0,1500,5,True,1,1,0,1,1.0594913890000015,14.903159872000002,1,0,0.0,0,0,0.9438491056957505
15,131,1,15,0,1500,5,True,1,1,0,1,1.0631357739999991,15.966295646,1,0,0.0,0,0,0.940613630409168
16,131,1,16,0,1500,5,True,1,1,0,1,1.0619862349999991,17.028281880999998,1,0,0.0,0,0,0.9416317905476438
17,131,1,17,0,1500,5,True,1,1,0,1,1.0472041270000003,18.075486008,1,0,0.0,0,0,0.9549236621753685
18,131,1,18,0,1500,5,True,1,1,0,1,1.053819876999999,19.129305885,1,0,0.0,0,0,0.9489287703006584
19,131,1,19,0,1500,5,True,1,1,0,1,1.0493612310000024,20.178667116,1,0,0.0,0,0,0.9529606873764881
20,131,1,20,0,1500,5,True,1,1,0,1,1.0993206679999972,21.277987784,1,0,0.0,0,0,0.9096526874358761
21,131,1,21,0,1500,5,True,1,1,0,1,1.0344521140000005,22.312439898,1,0,0.0,0,0,0.9666953032105259
22,131,1,22,0,1500,5,True,1,1,0,1,1.0324459620000006,23.34488586,1,0,0.0,0,0,0.9685736947073259
23,131,1,23,0,1500,5,True,1,1,0,1,1.0573331659999994,24.402219026,1,0,0.0,0,0,0.9457756856177163
24,131,1,24,0,1500,5,True,1,1,0,1,1.0748147029999977,25.477033729,1,0,0.0,0,0,0.9303929293196523
25,131,1,25,0,1500,5,True,1,1,0,1,1.0520845230000049,26.529118252000004,1,0,0.0,0,0,0.9504939747127098
26,131,1,26,0,1500,5,True,1,1,0,1,1.0484262069999986,27.577544459,1,0,0.0,0,0,0.9538105718107077
27,131,1,27,0,1500,5,True,1,1,0,1,1.0162483610000024,28.593792820000004,1,0,0.0,0,0,0.9840114271042821
28,131,1,28,0,1500,5,True,1,1,0,1,1.054509781999997,29.648302602,1,0,0.0,0,0,0.9483079408740875
29,131,1,29,0,1500,5,True,1,1,0,1,1.1036118470000034,30.751914449000004,1,0,0.0,0,0,0.9061156807244721
30,131,1,30,0,1500,5,True,1,1,0,1,1.062532946999994,31.814447396,1,0,0.0,0,0,0.9411472866073918
31,131,1,31,0,1500,5,True,1,1,0,1,1.0733314860000007,32.887778882,1,0,0.0,0,0,0.9316786221623982
32,131,1,32,0,1500,5,True,1,1,0,1,1.0577575400000043,33.945536422,1,0,0.0,0,0,0.9453962389150126
33,131,1,33,0,1500,5,True,1,1,0,1,1.051895572999996,34.997431995,1,0,0.0,0,0,0.9506647101365868
34,131,1,34,0,1500,5,True,1,1,0,1,1.053922464000003,36.051354459,1,0,0.0,0,0,0.9488364032062203
35,131,1,35,0,1500,5,True,1,1,0,1,1.0350635320000023,37.086417991000005,1,0,0.0,0,0,0.9661242707177107
36,131,1,36,0,1500,5,True,1,1,0,1,1.0620139489999971,38.14843194,1,0,0.0,0,0,0.9416072180046317
37,131,1,37,0,1500,5,True,1,1,0,1,1.0693554209999974,39.217787361,1,0,0.0,0,0,0.935142778875951
38,131,1,38,0,1500,5,True,1,1,0,1,1.0495857930000057,40.267373154000005,1,0,0.0,0,0,0.9527567986050233
39,131,1,39,0,1500,5,True,1,1,0,1,1.0577587049999977,41.325131859,1,0,0.0,0,0,0.9453951976693987
40,131,1,40,0,1500,5,True,1,1,0,1,1.722220514,43.047352373,1,0,0.0,0,0,0.5806457372159719
41,131,1,41,0,1500,5,True,1,1,0,1,0.365582830000001,43.412935203,1,0,0.0,0,0,2.7353582223760267
42,131,1,42,0,1500,5,True,1,1,0,1,1.1181885939999958,44.531123797,1,0,0.0,0,0,0.8943035239009098
43,131,1,43,0,1500,5,True,1,1,0,1,1.1433948780000025,45.674518675,1,0,0.0,0,0,0.8745884901541406
44,131,1,44,0,1500,5,True,1,1,0,1,1.062205339000002,46.736724014,1,0,0.0,0,0,0.941437557583203
45,131,1,45,0,1500,5,True,1,1,0,1,1.058703389999998,47.795427404,1,0,0.0,0,0,0.9445516179937818
46,131,1,46,0,1500,5,True,1,1,0,1,1.0525984320000037,48.848025836000005,1,0,0.0,0,0,0.9500299160620415
47,131,1,47,0,1500,5,True,1,1,0,1,1.0559050189999937,49.903930855,1,0,0.0,0,0,0.9470548789957082
48,131,1,48,0,1500,5,True,1,1,0,1,1.0785845470000055,50.982515402,1,0,0.0,0,0,0.9271410412669253
49,131,1,49,0,1500,5,True,1,1,0,1,1.086915894999997,52.069431297,1,0,0.0,0,0,0.9200343877573
50,131,1,50,0,1500,5,True,1,1,0,1,1.0497887240000026,53.119220021,1,0,0.0,0,0,0.9525726245083935
51,131,1,51,0,1500,5,True,1,1,0,1,1.065246909999999,54.184466931,1,0,0.0,0,0,0.9387494961144744
52,131,1,52,0,1500,5,True,1,1,0,1,1.0665757809999974,55.251042712,1,0,0.0,0,0,0.9375798867872497
53,131,1,53,0,1500,5,True,1,1,0,1,1.1081842809999998,56.359226993,1,0,0.0,0,0,0.9023769937411702
54,131,1,54,0,1500,5,True,1,1,0,1,1.059536272999999,57.418763266,1,0,0.0,0,0,0.9438091224272799
55,131,1,55,0,1500,5,True,1,1,0,1,1.045220674999996,58.463983941,1,0,0.0,0,0,0.956735763000482
56,131,1,56,0,1500,5,True,1,1,0,1,1.043864137,59.507848078,1,0,0.0,0,0,0.9579790746274102
57,131,1,57,0,1500,5,True,1,1,0,1,1.0769220230000087,60.584770101,1,0,0.0,0,0,0.9285723373121063
58,131,1,58,0,1500,5,True,1,1,0,1,1.0236693869999982,61.608439488,1,0,0.0,0,0,0.9768778989578222
59,131,1,59,0,1500,5,True,1,1,0,1,1.0702558419999946,62.67869533,1,0,0.0,0,0,0.9343560303593326
60,131,1,60,0,1500,5,True,1,1,0,1,1.0415807600000022,63.72027609,1,0,0.0,0,0,0.9600791781138487
61,131,1,61,0,1500,5,True,1,1,0,1,1.0543174090000065,64.774593499,1,0,0.0,0,0,0.9484809711607388
62,131,1,62,0,1500,5,True,1,1,0,1,1.1176576470000017,65.892251146,1,0,0.0,0,0,0.8947283657783612
63,131,1,63,0,1500,5,True,1,1,0,1,1.0546778490000008,66.94692899500001,1,0,0.0,0,0,0.948156824330914
64,131,1,64,0,1500,5,True,1,1,0,1,1.1199799629999916,68.066908958,1,0,0.0,0,0,0.8928731165166457
65,131,1,65,0,1500,5,True,1,1,0,1,1.0396066029999955,69.106515561,1,0,0.0,0,0,0.9619023168132035
66,131,1,66,0,1500,5,True,1,1,0,1,1.0079323540000047,70.114447915,1,0,0.0,0,0,0.9921300730465443
67,131,1,67,0,1500,5,True,1,1,0,1,1.092673442000006,71.207121357,1,0,0.0,0,0,0.915186515533517
68,131,1,68,0,1500,5,True,1,1,0,1,1.1024862659999997,72.309607623,1,0,0.0,0,0,0.9070407775945939
69,131,1,69,0,1500,5,True,1,1,0,1,1.061921635999994,73.371529259,1,0,0.0,0,0,0.941689072055036
70,131,1,70,0,1500,5,True,1,1,0,1,1.0499158890000049,74.421445148,1,0,0.0,0,0,0.9524572496492577
71,131,1,71,0,1500,5,True,1,1,0,1,1.0547137169999985,75.476158865,1,0,0.0,0,0,0.9481245800465885
72,131,1,72,0,1500,5,True,1,1,0,1,1.077249015999996,76.553407881,1,0,0.0,0,0,0.9282904742982878
73,131,1,73,0,1500,5,True,1,1,0,1,1.0756368110000096,77.62904469200001,1,0,0.0,0,0,0.9296818310543958
74,131,1,74,0,1500,5,True,1,1,0,1,1.0372257209999989,78.666270413,1,0,0.0,0,0,0.9641102989963368
75,131,1,75,0,1500,5,True,1,1,0,1,1.0938708719999966,79.760141285,1,0,0.0,0,0,0.9141846863255749
76,131,1,76,0,1500,5,True,1,1,0,1,1.087764140999994,80.847905426,1,0,0.0,0,0,0.9193169385788803
77,131,1,77,0,1500,5,True,1,1,0,1,1.0611357180000027,81.909041144,1,0,0.0,0,0,0.9423865232665719
78,131,1,78,0,1500,5,True,1,1,0,1,1.0862628830000034,82.995304027,1,0,0.0,0,0,0.9205874707218519
79,131,1,79,0,1500,5,True,1,1,0,1,1.0293082759999947,84.024612303,1,0,0.0,0,0,0.9715262407935843
80,131,1,80,0,1500,5,True,1,1,0,1,1.0498175160000045,85.074429819,1,0,0.0,0,0,0.9525464995194419
81,131,1,81,0,1500,5,True,1,1,0,1,1.0863503890000032,86.160780208,1,0,0.0,0,0,0.920513316997576
82,131,1,82,0,1500,5,True,1,1,0,1,1.0358997789999904,87.196679987,1,0,0.0,0,0,0.9653443511353518
83,131,1,83,0,1500,5,True,1,1,0,1,1.0957801509999996,88.292460138,1,0,0.0,0,0,0.9125918178819068
84,131,1,84,0,1500,5,True,1,1,0,1,1.0263964990000003,89.318856637,1,0,0.0,0,0,0.9742823567444765
85,131,1,85,0,1500,5,True,1,1,0,1,1.0748915510000074,90.393748188,1,0,0.0,0,0,0.9303264120642373
86,131,1,86,0,1500,5,True,1,1,0,1,1.061384129999993,91.455132318,1,0,0.0,0,0,0.9421659621008338
87,131,1,87,0,1500,5,True,1,1,0,1,1.03696513700001,92.492097455,1,0,0.0,0,0,0.9643525749506373
88,131,1,88,0,1500,5,True,1,1,0,1,1.0798070230000008,93.571904478,1,0,0.0,0,0,0.9260914021671438
89,131,1,89,0,1500,5,True,1,1,0,1,1.0560584919999911,94.62796297,1,0,0.0,0,0,0.9469172470799169
90,131,1,90,0,1500,5,True,1,1,0,1,1.0747746290000038,95.702737599,1,0,0.0,0,0,0.9304276199098821
91,131,1,91,0,1500,5,True,1,1,0,1,1.1512879799999922,96.854025579,1,0,0.0,0,0,0.8685924089991861
92,131,1,92,0,1500,5,True,1,1,0,1,1.0490663920000003,97.903091971,1,0,0.0,0,0,0.953228515969845
93,131,1,93,0,1500,5,True,1,1,0,1,1.0325245289999998,98.9356165,1,0,0.0,0,0,0.9684999938630999
94,131,1,94,0,1500,5,True,1,1,0,1,1.0496624250000082,99.985278925,1,0,0.0,0,0,0.9526872413290323
