index,Length,stNum,sqNum,attack,timeAllowedtoLive,numDatSetEntries,bitstring_1,bitstring_2,time_diff,time_from_start,sqNum_diff,stNum_diff,timestamp_diff,bitstring_1_diff,bitstring_2_diff,Length_diff,freq
0,166,35,779,0,3000,2,80,0,0.0,0.0,0,0,0.0,0,0,0,0.0
1,166,35,780,0,3000,2,80,0,1.999736,1.999736,1,0,0.0,0,0,0,0.5000660087131501
2,166,35,781,0,3000,2,80,0,2.00036,4.000096,1,0,0.0,0,0,0,0.4999100161970845
3,166,35,782,0,3000,2,80,0,1.999714,5.99981,1,0,0.0,0,0,0,0.5000715102259623
4,166,35,783,0,3000,2,80,0,1.9997320000000007,7.999542000000001,1,0,0.0,0,0,0,0.500067008979203
5,166,35,784,0,3000,2,80,0,2.000494999999999,10.000037,1,0,0.0,0,0,0,0.4998762806205467
6,166,35,785,0,3000,2,80,0,2.0000029999999995,12.000039999999998,1,0,0.0,0,0,0,0.4999992500011251
7,166,35,786,0,3000,2,80,0,2.000198000000001,14.000238,1,0,0.0,0,0,0,0.49995050490001464
8,166,35,787,0,3000,2,80,0,2.000114999999999,16.000353,1,0,0.0,0,0,0,0.49997125165303014
9,166,35,788,0,3000,2,80,0,1.999506,17.999859,1,0,0.0,0,0,0,0.5001235305120365
10,166,35,789,0,3000,2,80,0,2.000726,20.000585,1,0,0.0,0,0,0,0.49981856586059265
11,166,35,790,0,3000,2,80,0,1.9996189999999991,22.000204,1,0,0.0,0,0,0,0.5000952681485825
12,166,35,791,0,3000,2,80,0,1.9996180000000017,23.999822,1,0,0.0,0,0,0,0.5000955182439842
13,166,35,792,0,3000,2,80,0,2.00076,26.000582,1,0,0.0,0,0,0,0.4998100721725744
14,166,35,793,0,3000,2,80,0,1.9995900000000013,28.000172000000003,1,0,0.0,0,0,0,0.5001025210168081
15,165,12,0,1,3000,2,40,0,-2.4452040000000004,25.554968,-793,-23,-1721374888957441.0,-40,0,-1,-0.40896383287447585
16,165,12,1,1,3000,2,40,0,0.0762579999999992,25.631226,1,0,0.0,0,0,0,13.11337826850967
17,166,35,794,0,3000,2,80,0,4.368949000000001,30.000175,793,23,1721374888957441.0,40,0,1,0.22888800029480771
18,166,35,795,0,3000,2,80,0,2.000095999999999,32.000271,1,0,0.0,0,0,0,0.4999760011519449
19,165,12,2,1,3000,2,40,0,-6.300916000000001,25.699355,-793,-23,-1721374888957441.0,-40,0,-1,-0.15870708322408994
20,165,12,3,1,3000,2,40,0,0.0600020000000007,25.759357,1,0,0.0,0,0,0,16.666111129628817
21,166,35,796,0,3000,2,80,0,8.240891000000001,34.000248,793,23,1721374888957441.0,40,0,1,0.12134610201736679
22,165,12,4,1,3000,2,40,0,-8.140617000000002,25.859631,-792,-23,-1721374888957441.0,-40,0,-1,-0.12284081169768823
23,166,35,797,0,3000,2,80,0,10.140106,35.999737,793,23,1721374888957441.0,40,0,1,0.09861829846749137
24,165,12,5,1,3000,2,40,0,-10.012241,25.987496,-792,-23,-1721374888957441.0,-40,0,-1,-0.09987773965888357
25,166,35,798,0,3000,2,80,0,12.013096,38.000592,793,23,1721374888957441.0,40,0,1,0.08324248803139507
26,166,35,799,0,3000,2,80,0,1.999229,39.999821,1,0,0.0,0,0,0,0.5001928243337807
27,165,12,6,1,3000,2,40,0,-13.792433,26.207388,-793,-23,-1721374888957441.0,-40,0,-1,-0.07250352421505328
28,166,35,800,0,3000,2,80,0,15.79252,41.999908,794,23,1721374888957441.0,40,0,1,0.06332111657924132
29,165,12,7,1,3000,2,40,0,-15.416027,26.583881,-793,-23,-1721374888957441.0,-40,0,-1,-0.06486755634249992
30,165,12,8,1,3000,2,40,0,0.716390999999998,27.300272,1,0,0.0,0,0,0,1.3958857662924335
31,166,35,801,0,3000,2,80,0,16.700146,44.000418,793,23,1721374888957441.0,40,0,1,0.05987971602164436
32,166,35,802,0,3000,2,80,0,1.9993570000000036,45.999775,1,0,0.0,0,0,0,0.5001608016977449
33,166,35,803,0,3000,2,80,0,2.000108999999995,47.999884,1,0,0.0,0,0,0,0.4999727514850454
34,165,12,9,1,3000,2,40,0,-19.379021,28.620863,-794,-23,-1721374888957441.0,-40,0,-1,-0.051602193939518405
35,166,35,804,0,3000,2,80,0,21.378878000000004,49.999741,795,23,1721374888957441.0,40,0,1,0.046775139462417056
36,166,35,805,0,3000,2,80,0,2.0002349999999964,51.999976,1,0,0.0,0,0,0,0.4999412569023149
37,165,12,10,1,3000,2,40,0,-21.322007,30.677969,-795,-23,-1721374888957441.0,-40,0,-1,-0.04689990018294244
38,166,35,806,0,3000,2,80,0,23.321877,53.999846,796,23,1721374888957441.0,40,0,1,0.04287819543855754
39,165,12,11,1,3000,2,40,0,-21.272910000000003,32.726935999999995,-795,-23,-1721374888957441.0,-40,0,-1,-0.047008143220650105
40,166,35,807,0,3000,2,80,0,23.272883,55.999819,796,23,1721374888957441.0,40,0,1,0.0429684624805616
41,166,35,808,0,3000,2,80,0,2.000383,58.000202,1,0,0.0,0,0,0,0.49990426833261437
42,165,12,12,1,3000,2,40,0,-23.227912,34.77229,-796,-23,-1721374888957441.0,-40,0,-1,-0.0430516526840639
43,166,35,809,0,3000,2,80,0,25.227624,59.999914,797,23,1721374888957441.0,40,0,1,0.03963908769212669
44,166,35,810,0,3000,2,80,0,1.9998539999999991,61.999768,1,0,0.0,0,0,0,0.5000365026646948
45,165,12,13,1,3000,2,40,0,-25.162603,36.837165,-797,-23,-1721374888957441.0,-40,0,-1,-0.039741516408298455
46,166,35,811,0,3000,2,80,0,27.163091999999992,64.00025699999999,798,23,1721374888957441.0,40,0,1,0.036814660127794004
47,166,35,812,0,3000,2,80,0,1.9997280000000048,65.999985,1,0,0.0,0,0,0,0.5000680092492567
48,165,12,14,1,3000,2,40,0,-27.105706999999995,38.894278,-798,-23,-1721374888957441.0,-40,0,-1,-0.03689259977612833
49,166,35,813,0,3000,2,80,0,29.106072999999995,68.000351,799,23,1721374888957441.0,40,0,1,0.034357091044195494
50,166,35,814,0,3000,2,80,0,1.9998060000000064,70.000157,1,0,0.0,0,0,0,0.5000485047049548
51,165,12,15,1,3000,2,40,0,-29.048862000000007,40.951295,-799,-23,-1721374888957441.0,-40,0,-1,-0.03442475646722408
52,166,35,815,0,3000,2,80,0,31.049382,72.000677,800,23,1721374888957441.0,40,0,1,0.03220676018608035
53,166,35,816,0,3000,2,80,0,2.0009600000000063,74.001637,1,0,0.0,0,0,0,0.49976011514472896
54,166,35,817,0,3000,2,80,0,1.9995989999999888,76.00123599999999,1,0,0.0,0,0,0,0.5001002701041587
55,165,12,16,1,3000,2,40,0,-33.00460199999999,42.996634,-801,-23,-1721374888957441.0,-40,0,-1,-0.030298804996951645
56,166,35,818,0,3000,2,80,0,35.004369999999994,78.001004,802,23,1721374888957441.0,40,0,1,0.02856786166984294
57,165,12,17,1,3000,2,40,0,-32.947627999999995,45.053376,-801,-23,-1721374888957441.0,-40,0,-1,-0.03035119857490197
58,166,35,819,0,3000,2,80,0,34.9481,80.001476,802,23,1721374888957441.0,40,0,1,0.02861385883638882
59,166,35,820,0,3000,2,80,0,1.9997589999999972,82.001235,1,0,0.0,0,0,0,0.5000602572610007
60,166,35,821,0,3000,2,80,0,1.9995890000000005,84.000824,1,0,0.0,0,0,0,0.5001027711194649
61,165,12,18,1,3000,2,40,0,-36.862131,47.138693,-803,-23,-1721374888957441.0,-40,0,-1,-0.027128111502832
62,166,35,822,0,3000,2,80,0,38.862903,86.00159599999999,804,23,1721374888957441.0,40,0,1,0.025731479709583196
63,166,35,823,0,3000,2,80,0,2.000227000000009,88.001823,1,0,0.0,0,0,0,0.4999432564403917
64,165,12,19,1,3000,2,40,0,-38.82213,49.179693,-804,-23,-1721374888957441.0,-40,0,-1,-0.025758504234569303
65,166,35,824,0,3000,2,80,0,40.82222,90.001913,805,23,1721374888957441.0,40,0,1,0.024496462955713824
66,166,35,825,0,3000,2,80,0,1.9999660000000008,92.001879,1,0,0.0,0,0,0,0.5000085001445023
67,165,12,20,1,3000,2,40,0,-40.761428,51.240451,-805,-23,-1721374888957441.0,-40,0,-1,-0.024532997224729222
68,166,35,826,0,3000,2,80,0,42.761782,94.002233,806,23,1721374888957441.0,40,0,1,0.02338536780342784
69,165,12,21,1,3000,2,40,0,-40.716573,53.28566,-805,-23,-1721374888957441.0,-40,0,-1,-0.024560023752490175
70,166,35,827,0,3000,2,80,0,42.716337,96.001997,806,23,1721374888957441.0,40,0,1,0.023410246997536327
71,166,35,828,0,3000,2,80,0,1.9998530000000017,98.00185,1,0,0.0,0,0,0,0.5000367527013231
72,166,35,829,0,3000,2,80,0,2.000360999999998,100.002211,1,0,0.0,0,0,0,0.49990976628718564
73,165,12,22,1,3000,2,40,0,-44.666810000000005,55.335401,-807,-23,-1721374888957441.0,-40,0,-1,-0.02238798785944194
74,166,35,830,0,3000,2,80,0,46.666546,102.001947,808,23,1721374888957441.0,40,0,1,0.021428626836877965
75,166,35,831,0,3000,2,80,0,1.9999809999999911,104.001928,1,0,0.0,0,0,0,0.5000047500451277
76,165,12,23,1,3000,2,40,0,-46.594177,57.407751,-808,-23,-1721374888957441.0,-40,0,-1,-0.02146190928535984
77,166,35,832,0,3000,2,80,0,48.594409000000006,106.00216,809,23,1721374888957441.0,40,0,1,0.02057849906148668
78,165,12,24,1,3000,2,40,0,-46.545167000000006,59.456993,-808,-23,-1721374888957441.0,-40,0,-1,-0.021484507725581903
79,166,35,833,0,3000,2,80,0,48.545758000000006,108.002751,809,23,1721374888957441.0,40,0,1,0.02059912217252844
80,166,35,834,0,3000,2,80,0,1.9993139999999985,110.002065,1,0,0.0,0,0,0,0.5001715588446841
81,166,35,835,0,3000,2,80,0,2.0001709999999946,112.002236,1,0,0.0,0,0,0,0.49995725365481386
82,165,12,25,1,3000,2,40,0,-50.496121,61.506115,-810,-23,-1721374888957441.0,-40,0,-1,-0.019803501342212006
83,166,35,836,0,3000,2,80,0,52.496604000000005,114.002719,811,23,1721374888957441.0,40,0,1,0.01904885123616758
84,166,35,837,0,3000,2,80,0,1.999856999999992,116.002576,1,0,0.0,0,0,0,0.5000357525563097
85,166,35,838,0,3000,2,80,0,1.999643000000006,118.002219,1,0,0.0,0,0,0,0.5000892659339677
86,165,12,26,1,3000,2,40,0,-54.411013,63.591206,-812,-23,-1721374888957441.0,-40,0,-1,-0.01837863228166695
87,166,35,839,0,3000,2,80,0,56.41096399999999,120.00217,813,23,1721374888957441.0,40,0,1,0.017727050365599142
88,166,35,840,0,3000,2,80,0,2.0003620000000097,122.002532,1,0,0.0,0,0,0,0.4999095163775332
89,165,12,27,1,3000,2,40,0,-56.362229,65.640303,-813,-23,-1721374888957441.0,-40,0,-1,-0.017742378499615408
90,166,35,841,0,3000,2,80,0,58.362461,124.002764,814,23,1721374888957441.0,40,0,1,0.01713430144763772
91,165,12,28,1,3000,2,40,0,-56.29336500000001,67.70939899999999,-813,-23,-1721374888957441.0,-40,0,-1,-0.017764082854169402
92,166,35,842,0,3000,2,80,0,58.29272700000001,126.002126,814,23,1721374888957441.0,40,0,1,0.01715479874530488
93,166,35,843,0,3000,2,80,0,2.000443000000004,128.00256900000002,1,0,0.0,0,0,0,0.4998892745256915
94,165,12,29,1,3000,2,40,0,-58.23631900000001,69.76625,-814,-23,-1721374888957441.0,-40,0,-1,-0.017171414972158523
95,166,35,844,0,3000,2,80,0,60.23604699999999,130.002297,815,23,1721374888957441.0,40,0,1,0.016601354999274773
96,166,35,845,0,3000,2,80,0,2.0006060000000048,132.002903,1,0,0.0,0,0,0,0.49984854589059396
97,165,12,30,1,3000,2,40,0,-60.18729199999999,71.815611,-815,-23,-1721374888957441.0,-40,0,-1,-0.016614803005258985
98,166,35,846,0,3000,2,80,0,62.187895,134.00350600000002,816,23,1721374888957441.0,40,0,1,0.016080299871864132
99,166,35,847,0,3000,2,80,0,1.9997669999999916,136.003273,1,0,0.0,0,0,0,0.5000582567869177
100,166,35,848,0,3000,2,80,0,2.000718000000006,138.003991,1,0,0.0,0,0,0,0.4998205644173726
101,165,12,31,1,3000,2,40,0,-64.139663,73.864328,-817,-23,-1721374888957441.0,-40,0,-1,-0.015590976834412117
102,166,35,849,0,3000,2,80,0,66.14050300000001,140.00483100000002,818,23,1721374888957441.0,40,0,1,0.015119328620769635
103,166,35,850,0,3000,2,80,0,2.000378999999981,142.00521,1,0,0.0,0,0,0,0.4999052679517279
104,165,12,32,1,3000,2,40,0,-66.087758,75.917452,-818,-23,-1721374888957441.0,-40,0,-1,-0.015131395439379258
105,166,35,851,0,3000,2,80,0,68.08754900000001,144.00500100000002,819,23,1721374888957441.0,40,0,1,0.014686973091071318
106,166,35,852,0,3000,2,80,0,2.0008589999999917,146.00586,1,0,0.0,0,0,0,0.4997853421955291
107,165,12,33,1,3000,2,40,0,-68.031428,77.974432,-819,-23,-1721374888957441.0,-40,0,-1,-0.014699088779967987
108,166,35,853,0,3000,2,80,0,70.03075799999999,148.00519,820,23,1721374888957441.0,40,0,1,0.014279439899822305
109,166,35,854,0,3000,2,80,0,1.9999830000000145,150.005173,1,0,0.0,0,0,0,0.5000042500361217
110,165,12,34,1,3000,2,40,0,-69.977618,80.02755499999999,-820,-23,-1721374888957441.0,-40,0,-1,-0.014290283501790528
111,166,35,855,0,3000,2,80,0,71.97747900000002,152.00503400000002,821,23,1721374888957441.0,40,0,1,0.013893234576887582
112,166,35,856,0,3000,2,80,0,2.000504999999976,154.005539,1,0,0.0,0,0,0,0.4998737818700838
113,165,12,35,1,3000,2,40,0,-71.92879199999999,82.076747,-821,-23,-1721374888957441.0,-40,0,-1,-0.01390263859846277
114,166,35,857,0,3000,2,80,0,73.92837800000001,156.00512500000002,822,23,1721374888957441.0,40,0,1,0.013526605439659448
115,166,35,858,0,3000,2,80,0,2.000383999999997,158.00550900000002,1,0,0.0,0,0,0,0.49990401842846255
116,165,12,36,1,3000,2,40,0,-73.85586900000001,84.14963999999999,-822,-23,-1721374888957441.0,-40,0,-1,-0.013539885367810103
117,166,35,859,0,3000,2,80,0,75.85584600000001,160.00548600000002,823,23,1721374888957441.0,40,0,1,0.013182899575070323
118,165,12,37,1,3000,2,40,0,-73.786732,86.218754,-822,-23,-1721374888957441.0,-40,0,-1,-0.013552572026092712
119,166,35,860,0,3000,2,80,0,75.78632299999998,162.005077,823,23,1721374888957441.0,40,0,1,0.013194992980461662
120,166,35,861,0,3000,2,80,0,2.0004830000000027,164.00556,1,0,0.0,0,0,0,0.49987927915408364
121,165,12,38,1,3000,2,40,0,-75.729424,88.276136,-823,-23,-1721374888957441.0,-40,0,-1,-0.013204906985691586
122,166,35,862,0,3000,2,80,0,77.72928200000001,166.00541800000002,824,23,1721374888957441.0,40,0,1,0.01286516450775912
123,166,35,863,0,3000,2,80,0,1.9995830000000008,168.00500100000002,1,0,0.0,0,0,0,0.5001042717406577
124,166,35,864,0,3000,2,80,0,2.0004789999999844,170.00548,1,0,0.0,0,0,0,0.4998802786732617
125,165,12,39,1,3000,2,40,0,-79.680099,90.325381,-825,-23,-1721374888957441.0,-40,0,-1,-0.012550185209985746
126,166,35,865,0,3000,2,80,0,81.679939,172.00532,826,23,1721374888957441.0,40,0,1,0.0122429082617214
