index,Length,stNum,sqNum,attack,timeAllowedtoLive,numDatSetEntries,boolean_1,integer_1,integer_2,integer_3,integer_4,time_diff,time_from_start,sqNum_diff,stNum_diff,timestamp_diff,boolean_1_diff,Length_diff,freq
0,131,1,0,0,1500,5,True,1,1,0,1,0.0,0.0,0,0,0.0,0,0,0.0
1,131,1,1,0,1500,5,True,1,1,0,1,1.0503243380000002,1.0503243380000002,1,0,0.0,0,0,0.9520868590974227
2,131,1,2,0,1500,5,True,1,1,0,1,1.0739182610000002,2.1242425990000005,1,0,0.0,0,0,0.9311695650550073
3,131,1,3,0,1500,5,True,1,1,0,1,1.0473272690000002,3.1715698680000006,1,0,0.0,0,0,0.9548113847496889
4,131,1,4,0,1500,5,True,1,1,0,1,1.0362736849999994,4.207843553,1,0,0.0,0,0,0.9649960377021448
5,131,1,5,0,1500,5,True,1,1,0,1,1.061043603,5.268887156,1,0,0.0,0,0,0.9424683369963262
6,131,1,6,0,1500,5,True,1,1,0,1,1.0635363039999994,6.332423459999999,1,0,0.0,0,0,0.9402593933455425
7,131,1,7,0,1500,5,True,1,1,0,1,1.1369544830000002,7.469377943,1,0,0.0,0,0,0.8795426861428716
8,131,1,8,0,1500,5,True,1,1,0,1,1.0618275060000002,8.531205449,1,0,0.0,0,0,0.9417725518969555
9,131,1,9,0,1500,5,True,1,1,0,1,1.0649042750000015,9.596109724000002,1,0,0.0,0,0,0.9390515405715679
10,131,1,10,0,1500,5,True,1,1,0,1,1.0749524669999992,10.671062191,1,0,0.0,0,0,0.9302736918133895
11,131,1,11,0,1500,5,True,1,1,0,1,1.060335201000001,11.731397392000002,1,0,0.0,0,0,0.9430979930279606
12,131,1,12,0,1500,5,True,1,1,0,1,1.065971764999997,12.797369157,1,0,0.0,0,0,0.9381111515650725
13,131,1,13,0,1500,5,True,1,1,0,1,1.0472681500000007,13.844637307,1,0,0.0,0,0,0.9548652845023495
14,131,1,14,0,1500,5,True,1,1,0,1,1.058491654000001,14.903128961,1,0,0.0,0,0,0.9447405619317232
15,131,1,15,0,1500,5,True,1,1,0,1,1.071917857999999,15.975046819,1,0,0.0,0,0,0.9329073049177625
16,131,1,16,0,1500,5,True,1,1,0,1,1.0546100150000015,17.029656834,1,0,0.0,0,0,0.94821781111191
17,131,1,17,0,1500,5,True,1,1,0,1,1.0530275809999985,18.082684415,1,0,0.0,0,0,0.9496427425484513
18,131,1,18,0,1500,5,True,1,1,0,1,1.0525326140000004,19.135217029,1,0,0.0,0,0,0.9500893242629721
19,131,1,19,0,1500,5,True,1,1,0,1,1.0780405329999994,20.213257562,1,0,0.0,0,0,0.9276089065196592
20,131,1,20,0,1500,5,True,1,1,0,1,1.062431472,21.275689034,1,0,0.0,0,0,0.941237177507106
21,131,1,21,0,1500,5,True,1,1,0,1,1.0353556850000023,22.311044719,1,0,0.0,0,0,0.9658516531929776
22,131,1,22,0,1500,5,True,1,1,0,1,1.0360628229999982,23.347107542,1,0,0.0,0,0,0.9651924360189129
23,131,1,23,0,1500,5,True,1,1,0,1,1.061449293999999,24.408556836,1,0,0.0,0,0,0.9421081210875071
24,131,1,24,0,1500,5,True,1,1,0,1,1.0694282129999984,25.477985049,1,0,0.0,0,0,0.9350791271858858
