index,Length,stNum,sqNum,attack,timeAllowedtoLive,numDatSetEntries,integer_1,integer_2,integer_3,integer_4,time_diff,time_from_start,sqNum_diff,stNum_diff,timestamp_diff,Length_diff,freq
0,147,1,0,0,2000,4,0,1,0,1,0.0,0.0,0,0,0.0,0,0.0
1,147,1,1,0,2000,4,0,1,0,1,1.00107073783875,1.00107073783875,1,0,0.0,0,0.9989304074145033
2,147,1,2,0,2000,4,0,1,0,1,1.0004532337188698,2.00152397155762,1,0,0.0,0,0.9995469716088726
3,147,1,3,0,2000,4,0,1,0,1,1.0005228519439702,3.00204682350159,1,0,0.0,0,0.9994774212873256
4,147,1,4,0,2000,4,0,1,0,1,1.0004289150237995,4.00247573852539,1,0,0.0,0,0.9995712688654252
5,147,1,5,0,2000,4,0,1,0,1,1.00030303001404,5.00277876853943,1,0,0.0,0,0.9996970617853314
6,147,1,6,0,2000,4,0,1,0,1,1.0008199214935305,6.00359869003296,1,0,0.0,0,0.999180750226967
7,147,1,7,0,2000,4,0,1,0,1,1.0001740455627397,7.0037727355957,1,0,0.0,0,0.999825984723847
8,147,1,8,0,2000,4,0,1,0,1,1.0009510517120397,8.00472378730774,1,0,0.0,0,0.999049851927911
9,147,1,9,0,2000,4,0,1,0,1,1.0011360645294207,9.00585985183716,1,0,0.0,0,0.9988652246486048
10,147,1,10,0,2000,4,0,1,0,1,1.00065875053404,10.0065186023712,1,0,0.0,0,0.9993416831325479
11,147,1,11,0,2000,4,0,1,0,1,1.0004522800446,11.0069708824158,1,0,0.0,0,0.9995479244201634
12,147,1,12,0,2000,4,0,1,0,1,1.0010180473326995,12.0079889297485,1,0,0.0,0,0.9989829880336202
13,147,1,13,0,2000,4,0,1,0,1,1.0009958744049,13.0089848041534,1,0,0.0,0,0.9990051163742388
14,147,1,14,0,2000,4,0,1,0,1,1.0010311603546995,14.0100159645081,1,0,0.0,0,0.9989699018416828
15,147,1,15,0,2000,4,0,1,0,1,1.0006380081176012,15.0106539726257,1,0,0.0,0,0.9993623986772185
16,147,1,16,0,2000,4,0,1,0,1,1.0002539157868,16.0109078884125,1,0,0.0,0,0.9997461486700602
17,147,1,17,0,2000,4,0,1,0,1,1.0004160404205005,17.011323928833,1,0,0.0,0,0.9995841325971487
18,147,1,18,0,2000,4,0,1,0,1,1.0001888275146982,18.0115127563477,1,0,0.0,0,0.9998112081344006
19,147,1,19,0,2000,4,0,1,0,1,1.0014982223509996,19.0130109786987,1,0,0.0,0,0.9985040189612293
20,147,1,20,0,2000,4,0,1,0,1,1.0010688304901016,20.0140798091888,1,0,0.0,0,0.9989323106887882
21,147,1,21,0,2000,4,0,1,0,1,1.0003581047058994,21.0144379138947,1,0,0.0,0,0.9996420234871745
22,147,1,22,0,2000,4,0,1,0,1,1.0004088878630988,22.0148468017578,1,0,0.0,0,0.9995912792578521
23,147,1,23,0,2000,4,0,1,0,1,1.0004310607910014,23.0152778625488,1,0,0.0,0,0.9995691249423417
24,147,1,24,0,2000,4,0,1,0,1,1.0001509189605997,24.0154287815094,1,0,0.0,0,0.999849103812496
25,147,1,25,0,2000,4,0,1,0,1,1.0006000995636022,25.016028881073,1,0,0.0,0,0.9994002603399061
26,147,1,26,0,2000,4,0,1,0,1,1.0002429485320974,26.0162718296051,1,0,0.0,0,0.9997571104775556
27,147,1,27,0,2000,4,0,1,0,1,1.0003969669342003,27.0166687965393,1,0,0.0,0,0.9996031905860162
28,147,1,28,0,2000,4,0,1,0,1,1.0009129047394012,28.0175817012787,1,0,0.0,0,0.9990879278955457
29,147,1,29,0,2000,4,0,1,0,1,1.0004112720489005,29.0179929733276,1,0,0.0,0,0.9995888970262619
30,147,1,30,0,2000,4,0,1,0,1,1.0005507469177992,30.0185437202454,1,0,0.0,0,0.9994495562374065
31,147,1,31,0,2000,4,0,1,0,1,1.0002119541168,31.0187556743622,1,0,0.0,0,0.9997880907982277
32,147,1,32,0,2000,4,0,1,0,1,1.001492977142302,32.0202486515045,1,0,0.0,0,0.9985092485155891
33,147,1,33,0,2000,4,0,1,0,1,1.0003352165221957,33.0205838680267,1,0,0.0,0,0.9996648958102654
34,147,1,34,0,2000,4,0,1,0,1,1.001499891281199,34.0220837593079,1,0,0.0,0,0.9985023550234436
35,147,1,35,0,2000,4,0,1,0,1,1.0003719329834055,35.0224556922913,1,0,0.0,0,0.9996282052993067
36,147,1,36,0,2000,4,0,1,0,1,1.000394105911198,36.0228497982025,1,0,0.0,0,0.999606049347083
37,147,1,37,0,2000,4,0,1,0,1,1.000446081161499,37.023295879364,1,0,0.0,0,0.9995541177381783
38,147,1,38,0,2000,4,0,1,0,1,1.0006458759308003,38.0239417552948,1,0,0.0,0,0.9993545409556607
39,147,1,39,0,2000,4,0,1,0,1,1.0002081394195983,39.0241498947144,1,0,0.0,0,0.9997919038934046
40,147,1,40,0,2000,4,0,1,0,1,1.0010268688202046,40.0251767635346,1,0,0.0,0,0.9989741845576884
41,147,1,41,0,2000,4,0,1,0,1,1.001395940780597,41.0265727043152,1,0,0.0,0,0.9986060051536569
42,147,1,42,0,2000,4,0,1,0,1,1.0003759860992003,42.0269486904144,1,0,0.0,0,0.999624155213215
43,147,1,43,0,2000,4,0,1,0,1,1.0018823146819995,43.0288310050964,1,0,0.0,0,0.9981212217698473
44,147,1,44,0,2000,4,0,1,0,1,1.0004818439483998,44.0293128490448,1,0,0.0,0,0.9995183881133732
45,147,1,45,0,2000,4,0,1,0,1,1.0002770423889018,45.0295898914337,1,0,0.0,0,0.9997230343423257
46,147,1,46,0,2000,4,0,1,0,1,1.001024007797298,46.030613899231,1,0,0.0,0,0.9989770397220029
47,147,1,47,0,2000,4,0,1,0,1,1.0003180503845002,47.0309319496155,1,0,0.0,0,0.9996820507393844
48,147,1,48,0,2000,4,0,1,0,1,1.0004777908324982,48.031409740448,1,0,0.0,0,0.9995224373425614
49,147,1,49,0,2000,4,0,1,0,1,1.000181198120103,49.0315909385681,1,0,0.0,0,0.9998188347067076
50,147,1,50,0,2000,4,0,1,0,1,1.0006308555602956,50.0322217941284,1,0,0.0,0,0.9993695421675335
51,147,1,51,0,2000,4,0,1,0,1,1.0003941059113046,51.0326159000397,1,0,0.0,0,0.9996060493469765
52,147,1,52,0,2000,4,0,1,0,1,1.0014238357544016,52.0340397357941,1,0,0.0,0,0.998578188671404
53,147,1,53,0,2000,4,0,1,0,1,1.0003209114073996,53.0343606472015,1,0,0.0,0,0.9996791915436936
54,147,1,54,0,2000,4,0,1,0,1,1.0004532337189005,54.0348138809204,1,0,0.0,0,0.999546971608842
55,147,1,55,0,2000,4,0,1,0,1,1.000693082809498,55.0355069637299,1,0,0.0,0,0.9993073972215816
56,147,1,56,0,2000,4,0,1,0,1,1.001177072524996,56.0366840362549,1,0,0.0,0,0.9988243113458168
57,147,1,57,0,2000,4,0,1,0,1,1.000287771225004,57.0369718074799,1,0,0.0,0,0.9997123115634498
58,147,1,58,0,2000,4,0,1,0,1,1.0006339550017955,58.0376057624817,1,0,0.0,0,0.9993664466425244
59,147,1,59,0,2000,4,0,1,0,1,1.0013771057129048,59.0389828681946,1,0,0.0,0,0.9986247880992601
60,147,1,60,0,2000,4,0,1,0,1,1.000816822052002,60.0397996902466,1,0,0.0,0,0.9991838446017253
61,147,1,61,0,2000,4,0,1,0,1,1.000505208969095,61.0403048992157,1,0,0.0,0,0.9994950461381251
62,147,1,62,0,2000,4,0,1,0,1,1.0012359619141051,62.0415408611298,1,0,0.0,0,0.998765563802021
63,147,1,63,0,2000,4,0,1,0,1,1.000692844390798,63.0422337055206,1,0,0.0,0,0.9993076353101936
64,147,1,64,0,2000,4,0,1,0,1,1.000307083129897,64.0425407886505,1,0,0.0,0,0.9996930111412026
65,147,1,65,0,2000,4,0,1,0,1,1.0008139610290954,65.0433547496796,1,0,0.0,0,0.9991867009646245
66,147,1,66,0,2000,4,0,1,0,1,1.00093603134151,66.0442907810211,1,0,0.0,0,0.9990648439938209
67,147,1,67,0,2000,4,0,1,0,1,1.000588893890395,67.0448796749115,1,0,0.0,0,0.9994114527015132
68,147,1,68,0,2000,4,0,1,0,1,1.0002052783966064,68.0450849533081,1,0,0.0,0,0.9997947637339651
69,147,1,69,0,2000,4,0,1,0,1,1.0004458427428915,69.045530796051,1,0,0.0,0,0.9995543559442767
70,147,1,70,0,2000,4,0,1,0,1,1.0003290176392028,70.0458598136902,1,0,0.0,0,0.9996710905777988
71,147,1,71,0,2000,4,0,1,0,1,1.0004599094391011,71.0463197231293,1,0,0.0,0,0.9995403019803573
72,147,1,72,0,2000,4,0,1,0,1,1.000369310379,72.0466890335083,1,0,0.0,0,0.9996308259608044
73,147,1,73,0,2000,4,0,1,0,1,1.0007858276367043,73.047474861145,1,0,0.0,0,0.9992147894034831
