index,Length,stNum,sqNum,attack,timeAllowedtoLive,numDatSetEntries,boolean_1,integer_1,integer_2,integer_3,integer_4,time_diff,time_from_start,sqNum_diff,stNum_diff,timestamp_diff,boolean_1_diff,Length_diff,freq
0,131,1,0,0,1500,5,True,1,1,0,1.0,0.0,0.0,0,0,0.0,0,0,0.0
1,131,1,1,0,1500,5,True,1,1,0,1.0,1.048746372,1.048746372,1,0,0.0,0,0,0.9535193891474076
2,131,1,2,0,1500,5,True,1,1,0,1.0,1.0646056650000002,2.1133520370000003,1,0,0.0,0,0,0.9393149340417983
3,131,1,3,0,1500,5,True,1,1,0,1.0,1.0588056960000003,3.1721577330000006,1,0,0.0,0,0,0.9444603516753274
4,131,1,4,0,1500,5,True,1,1,0,1.0,1.0347373429999998,4.206895076,1,0,0.0,0,0,0.9664288302389027
5,131,1,5,0,1500,5,True,1,1,0,1.0,1.055231932,5.262127008,1,0,0.0,0,0,0.9476589645128365
6,131,1,6,0,1500,5,True,1,1,0,1.0,1.070426071,6.332553079,1,0,0.0,0,0,0.934207440468815
7,131,1,7,0,1500,5,True,1,1,0,1.0,1.1347528889999996,7.467305968,1,0,0.0,0,0,0.8812491333520636
8,131,1,8,0,1500,5,True,1,1,0,1.0,1.0559595169999998,8.523265485,1,0,0.0,0,0,0.9470060015567815
9,131,1,9,0,1500,5,True,1,1,0,1.0,1.071507282000001,9.594772767,1,0,0.0,0,0,0.9332647727166815
10,131,1,10,0,1500,5,True,1,1,0,1.0,1.060482112999999,10.65525488,1,0,0.0,0,0,0.9429673426278722
11,131,1,11,0,1500,5,True,1,1,0,1.0,1.074554882000001,11.729809762,1,0,0.0,0,0,0.9306178928141513
12,124,0,0,1,1500,2,True,12,345,678,,-5.925643772000001,5.80416599,-11,-1,-339977973999977.0,0,-7,-0.16875803515648796
13,131,1,12,0,1500,5,True,1,1,0,1.0,6.983336161,12.787502151,12,1,339977973999977.0,0,7,0.1431980327088825
14,124,0,1,1,1500,2,True,12,345,678,,-6.981329531,5.80617262,-11,-1,-339977973999977.0,0,-7,-0.14323919184155182
15,124,0,2,1,1500,2,True,12,345,678,,0.0018484999999994,5.808021119999999,1,0,0.0,0,0,540.9791723020419
16,131,1,13,0,1500,5,True,1,1,0,1.0,8.035647363,13.843668483,11,1,339977973999977.0,0,7,0.12444548084632019
17,124,0,3,1,1500,2,True,12,345,678,,-8.033549283,5.810119200000001,-10,-1,-339977973999977.0,0,-7,-0.12447798162091639
18,131,1,14,0,1500,5,True,1,1,0,1.0,9.093040672,14.903159872000002,11,1,339977973999977.0,0,7,0.10997421391496442
19,131,1,15,0,1500,5,True,1,1,0,1.0,1.0631357739999991,15.966295646,1,0,0.0,0,0,0.940613630409168
20,124,0,4,1,1500,2,True,12,345,678,,-10.154053996,5.812241650000001,-11,-1,-339977973999977.0,0,-7,-0.09848283260990451
21,131,1,16,0,1500,5,True,1,1,0,1.0,11.216040231,17.028281880999998,12,1,339977973999977.0,0,7,0.08915802541757128
22,124,0,5,1,1500,2,True,12,345,678,,-11.214132651,5.81414923,-11,-1,-339977973999977.0,0,-7,-0.08917319164320986
23,131,1,17,0,1500,5,True,1,1,0,1.0,12.261336778,18.075486008,12,1,339977973999977.0,0,7,0.08155717586962115
24,124,0,6,1,1500,2,True,12,345,678,,-12.259265978,5.81622003,-11,-1,-339977973999977.0,0,-7,-0.08157095227353424
25,131,1,18,0,1500,5,True,1,1,0,1.0,13.313085855,19.129305885,12,1,339977973999977.0,0,7,0.07511406528069746
26,124,0,7,1,1500,2,True,12,345,678,,-13.311074195,5.818231689999999,-11,-1,-339977973999977.0,0,-7,-0.07512541702874942
27,131,1,19,0,1500,5,True,1,1,0,1.0,14.360435426000002,20.178667116,12,1,339977973999977.0,0,7,0.06963577150240652
28,124,0,8,1,1500,2,True,12,345,678,,-14.358563226,5.82010389,-11,-1,-339977973999977.0,0,-7,-0.06964485124731937
29,131,1,20,0,1500,5,True,1,1,0,1.0,15.457883893999998,21.277987784,12,1,339977973999977.0,0,7,0.06469190782239939
30,124,0,9,1,1500,2,True,12,345,678,,-15.455827084,5.8221607,-11,-1,-339977973999977.0,0,-7,-0.06470051680606652
31,131,1,21,0,1500,5,True,1,1,0,1.0,16.490279198,22.312439898,12,1,339977973999977.0,0,7,0.06064178707909831
32,124,0,10,1,1500,2,True,12,345,678,,-16.488291198,5.8241487,-11,-1,-339977973999977.0,0,-7,-0.06064909868411945
33,124,0,11,1,1500,2,True,12,345,678,,0.0020003800000001,5.82614908,1,0,0.0,0,0,499.9050180465461
34,131,1,22,0,1500,5,True,1,1,0,1.0,17.518736779999998,23.34488586,11,1,339977973999977.0,0,7,0.05708174125554732
35,124,0,12,1,1500,2,True,12,345,678,,-17.51663842,5.82824744,-10,-1,-339977973999977.0,0,-7,-0.05708857921381927
36,131,1,23,0,1500,5,True,1,1,0,1.0,18.573971586,24.402219026,11,1,339977973999977.0,0,7,0.053838781618129695
37,124,0,13,1,1500,2,True,12,345,678,,-18.571784456,5.83043457,-10,-1,-339977973999977.0,0,-7,-0.05384512201125236
38,131,1,24,0,1500,5,True,1,1,0,1.0,19.646599159,25.477033729,11,1,339977973999977.0,0,7,0.05089939444007567
39,124,0,14,1,1500,2,True,12,345,678,,-19.644780229,5.8322535,-10,-1,-339977973999977.0,0,-7,-0.050904107266304816
40,131,1,25,0,1500,5,True,1,1,0,1.0,20.696864752000003,26.529118252000004,11,1,339977973999977.0,0,7,0.04831649682125728
41,131,1,26,0,1500,5,True,1,1,0,1.0,1.0484262069999986,27.577544459,1,0,0.0,0,0,0.9538105718107077
42,124,0,15,1,1500,2,True,12,345,678,,-21.743201519000003,5.834342939999999,-11,-1,-339977973999977.0,0,-7,-0.045991387198714206
43,124,0,16,1,1500,2,True,12,345,678,,0.0018049000000015,5.836147840000001,1,0,0.0,0,0,554.0473156402952
44,131,1,27,0,1500,5,True,1,1,0,1.0,22.75764498,28.593792820000004,11,1,339977973999977.0,0,7,0.04394127779385018
45,131,1,28,0,1500,5,True,1,1,0,1.0,1.054509781999997,29.648302602,1,0,0.0,0,0,0.9483079408740875
