index,Length,stNum,sqNum,attack,timeAllowedtoLive,numDatSetEntries,boolean_1,boolean_2,bitstring_1,bitstring_2,time_diff,time_from_start,sqNum_diff,stNum_diff,timestamp_diff,boolean_1_diff,boolean_2_diff,bitstring_1_diff,bitstring_2_diff,Length_diff,freq
0,147,7,232,0,5500,5,True,True,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0
1,147,7,233,0,5500,5,True,True,0,0,4.902105000000001,4.902105000000001,1,0,0.0,0,0,0,0,0,0.20399399849656422
2,147,7,234,0,5500,5,True,True,0,0,4.9022,9.804305,1,0,0.0,0,0,0,0,0,0.20399004528579007
3,147,7,235,0,5500,5,True,True,0,0,4.905563000000001,14.709868,1,0,0.0,0,0,0,0,0,0.20385020027262923
4,147,7,236,0,5500,5,True,True,0,0,4.898755,19.608623,1,0,0.0,0,0,0,0,0,0.2041334992258237
5,147,7,237,0,5500,5,True,True,0,0,4.902138000000001,24.510761,1,0,0.0,0,0,0,0,0,0.20399262525861162
6,147,7,238,0,5500,5,True,True,0,0,4.902321999999998,29.413083,1,0,0.0,0,0,0,0,0,0.20398496875562241
7,147,7,239,0,5500,5,True,True,0,0,4.902564999999999,34.315648,1,0,0.0,0,0,0,0,0,0.20397485805899568
8,147,7,240,0,5500,5,True,True,0,0,4.901879999999999,39.217528,1,0,0.0,0,0,0,0,0,0.2040033619754054
9,147,7,241,0,5500,5,True,True,0,0,4.902202000000003,44.11973,1,0,0.0,0,0,0,0,0,0.20398996206194675
10,147,7,242,0,5500,5,True,True,0,0,4.902912999999998,49.022643,1,0,0.0,0,0,0,0,0,0.20396038028820834
11,147,7,243,0,5500,5,True,True,0,0,4.901744000000001,53.924387,1,0,0.0,0,0,0,0,0,0.2040090220949931
12,146,8,0,0,5500,5,True,True,0,0,1.760415999999999,55.684803,-243,1,1173485774577.0,0,0,0,0,-1,0.5680475523967066
13,146,8,1,0,5500,5,True,True,0,0,8.000000000407681e-05,55.684883,1,0,0.0,0,0,0,0,0,12499.999999362999
14,146,8,2,0,5500,5,True,True,0,0,0.0041129999999967,55.688996,1,0,0.0,0,0,0,0,0,243.13153416017562
15,146,8,3,0,5500,5,True,True,0,0,0.0021370000000047,55.691133,1,0,0.0,0,0,0,0,0,467.9457182956485
16,146,8,4,0,5500,5,True,True,0,0,0.1021979999999942,55.793331,1,0,0.0,0,0,0,0,0,9.784927297990732
17,146,8,5,0,5500,5,True,True,0,0,4.902062000000001,60.695393,1,0,0.0,0,0,0,0,0,0.2039957878949715
18,146,8,6,0,5500,5,True,True,0,0,4.900080000000003,65.595473,1,0,0.0,0,0,0,0,0,0.2040783007624364
19,146,8,7,0,5500,5,True,True,0,0,4.902398000000005,70.497871,1,0,0.0,0,0,0,0,0,0.20398180645471847
20,146,16,0,1,5500,5,True,True,0,0,21.598088999999987,92.09596,-7,8,65763498196184.0,0,0,0,0,0,0.04630039259491896
21,146,8,8,0,5500,5,True,True,0,0,-16.696158999999994,75.399801,8,-8,-65763498196184.0,0,0,0,0,0,-0.05989401514444133
22,146,16,1,1,5500,5,True,True,0,0,20.739943999999998,96.139745,-7,8,65763498196184.0,0,0,0,0,0,0.04821613790278316
23,146,9,0,0,5500,5,True,True,0,0,-19.533627,76.606118,-1,-7,-65742576762378.0,0,0,0,0,0,-0.0511937695953752
24,146,9,1,0,5500,5,True,True,0,0,0.000273000000007,76.606391,1,0,0.0,0,0,0,0,0,3663.00366290974
25,146,9,2,0,5500,5,True,True,0,0,0.0022400000000004,76.608631,1,0,0.0,0,0,0,0,0,446.4285714284917
26,146,9,3,0,5500,5,True,True,0,0,0.0019949999999937,76.610626,1,0,0.0,0,0,0,0,0,501.2531328336631
27,146,9,4,0,5500,5,True,True,0,0,0.1000470000000035,76.710673,1,0,0.0,0,0,0,0,0,9.995302207961908
28,146,9,5,0,5500,5,True,True,0,0,4.902024999999995,81.612698,1,0,0.0,0,0,0,0,0,0.2039973276350082
29,146,9,6,0,5500,5,True,True,0,0,4.902392000000006,86.51509,1,0,0.0,0,0,0,0,0,0.20398205610648817
30,146,16,2,1,5500,5,True,True,0,0,13.660726999999994,100.175817,-4,7,65742576762378.0,0,0,0,0,0,0.07320254624808771
31,146,9,7,0,5500,5,True,True,0,0,-8.758780999999999,91.417036,5,-7,-65742576762378.0,0,0,0,0,0,-0.11417113865502518
32,146,9,8,0,5500,5,True,True,0,0,4.902305999999996,96.319342,1,0,0.0,0,0,0,0,0,0.20398563451567503
33,146,16,3,1,5500,5,True,True,0,0,7.900731000000007,104.220073,-5,7,65742576762378.0,0,0,0,0,0,0.1265705666981953
34,146,9,9,0,5500,5,True,True,0,0,-2.998581999999999,101.221491,6,-7,-65742576762378.0,0,0,0,0,0,-0.333490963395365
35,146,9,10,0,5500,5,True,True,0,0,4.9023619999999966,106.123853,1,0,0.0,0,0,0,0,0,0.2039833043745037
36,146,16,4,1,5500,5,True,True,0,0,2.1363680000000045,108.260221,-6,7,65742576762378.0,0,0,0,0,0,0.46808415029620265
37,146,9,11,0,5500,5,True,True,0,0,2.765712999999991,111.025934,7,-7,-65742576762378.0,0,0,0,0,0,0.3615704160193062
38,146,9,12,0,5500,5,True,True,0,0,4.902439999999999,115.928374,1,0,0.0,0,0,0,0,0,0.20398005890944107
39,146,10,0,0,5500,5,True,True,0,0,0.0373580000000117,115.965732,-12,1,39359462857.0,0,0,0,0,0,26.768028267029464
40,146,10,1,0,5500,5,True,True,0,0,0.0001539999999948,115.965886,1,0,0.0,0,0,0,0,0,6493.506493725755
41,146,10,2,0,5500,5,True,True,0,0,0.004138999999995,115.970025,1,0,0.0,0,0,0,0,0,241.60425223513118
42,146,10,3,0,5500,5,True,True,0,0,0.0042779999999993,115.974303,1,0,0.0,0,0,0,0,0,233.75409069662547
43,146,10,4,0,5500,5,True,True,0,0,0.1020220000000051,116.076325,1,0,0.0,0,0,0,0,0,9.801807453293899
44,146,16,5,1,5500,5,True,True,0,0,-3.780308000000005,112.296017,1,6,65703217299521.0,0,0,0,0,0,-0.26452871035904973
45,146,10,5,0,5500,5,True,True,0,0,8.680639,120.976656,0,-6,-65703217299521.0,0,0,0,0,0,0.11519889261608507
46,146,16,6,1,5500,5,True,True,0,0,-4.644790999999998,116.331865,1,6,65703217299521.0,0,0,0,0,0,-0.21529494007373
47,146,10,6,0,5500,5,True,True,0,0,9.546794000000006,125.878659,0,-6,-65703217299521.0,0,0,0,0,0,0.10474720623488884
48,146,16,7,1,5500,5,True,True,0,0,-5.509096,120.369563,1,6,65703217299521.0,0,0,0,0,0,-0.18151798407579028
49,146,10,7,0,5500,5,True,True,0,0,10.411246999999989,130.78081,0,-6,-65703217299521.0,0,0,0,0,0,0.09604997364868983
50,146,10,8,0,5500,5,True,True,0,0,4.902252000000004,135.683062,1,0,0.0,0,0,0,0,0,0.2039878814879364
51,146,10,9,0,5500,5,True,True,0,0,4.902153999999996,140.585216,1,0,0.0,0,0,0,0,0,0.20399195945292636
52,146,16,8,1,5500,5,True,True,0,0,-16.181059999999988,124.404156,-1,6,65703217299521.0,0,0,0,0,0,-0.06180064841240319
53,146,11,0,0,5500,5,True,True,0,0,18.731028999999992,143.135185,-8,-5,-65676047769606.0,0,0,0,0,0,0.05338734994217351
54,146,16,9,1,5500,5,True,True,0,0,-14.695481999999998,128.439703,9,5,65676047769606.0,0,0,0,0,0,-0.06804812526734408
55,146,11,1,0,5500,5,True,True,0,0,14.695625000000009,143.13532800000002,-8,-5,-65676047769606.0,0,0,0,0,0,0.06804746310551606
56,146,11,2,0,5500,5,True,True,0,0,0.0022469999999827,143.137575,1,0,0.0,0,0,0,0,0,445.03782821882476
57,146,16,10,1,5500,5,True,True,0,0,-10.66151099999999,132.476064,8,5,65676047769606.0,0,0,0,0,0,-0.09379533538913958
58,146,11,3,0,5500,5,True,True,0,0,10.665724000000012,143.14178800000002,-7,-5,-65676047769606.0,0,0,0,0,0,0.0937582858885153
59,146,11,4,0,5500,5,True,True,0,0,0.1000029999999867,143.241791,1,0,0.0,0,0,0,0,0,9.99970000900106
60,146,11,5,0,5500,5,True,True,0,0,4.902016000000003,148.143807,1,0,0.0,0,0,0,0,0,0.2039977021698826
61,146,11,6,0,5500,5,True,True,0,0,4.900048999999996,153.043856,1,0,0.0,0,0,0,0,0,0.20407959185714283
62,146,11,7,0,5500,5,True,True,0,0,4.902221999999995,157.946078,1,0,0.0,0,0,0,0,0,0.20398912982724998
63,146,11,8,0,5500,5,True,True,0,0,4.902248000000014,162.848326,1,0,0.0,0,0,0,0,0,0.20398804793229494
64,146,16,11,1,5500,5,True,True,0,0,-26.33621099999999,136.51211500000002,3,5,65676047769606.0,0,0,0,0,0,-0.03797053418200516
65,146,11,9,0,5500,5,True,True,0,0,31.238710999999995,167.75082600000002,-2,-5,-65676047769606.0,0,0,0,0,0,0.032011564113512886
66,146,11,10,0,5500,5,True,True,0,0,4.90240399999999,172.65323,1,0,0.0,0,0,0,0,0,0.20398155680356048
67,146,11,11,0,5500,5,True,True,0,0,4.901719000000014,177.55494900000002,1,0,0.0,0,0,0,0,0,0.2040100625923267
68,146,11,12,0,5500,5,True,True,0,0,4.902203999999983,182.457153,1,0,0.0,0,0,0,0,0,0.20398987883817227
69,146,11,13,0,5500,5,True,True,0,0,4.902383000000015,187.359536,1,0,0.0,0,0,0,0,0,0.20398243058528823
70,146,11,14,0,5500,5,True,True,0,0,4.902257999999989,192.261794,1,0,0.0,0,0,0,0,0,0.20398763182190782
71,146,12,0,0,5500,5,True,True,0,0,3.347925000000004,195.609719,-14,1,52474422634.0,0,0,0,0,0,0.2986924736963937
72,146,16,12,1,5500,5,True,True,0,0,-55.061800000000005,140.547919,12,4,65623573346972.0,0,0,0,0,0,-0.018161411359599575
73,146,12,1,0,5500,5,True,True,0,0,55.062138,195.610057,-11,-4,-65623573346972.0,0,0,0,0,0,0.01816129987542438
74,146,12,2,0,5500,5,True,True,0,0,0.0039989999999932,195.614056,1,0,0.0,0,0,0,0,0,250.06251562933244
75,146,16,13,1,5500,5,True,True,0,0,-51.02223799999999,144.59181800000002,11,4,65623573346972.0,0,0,0,0,0,-0.019599297075130265
76,146,12,3,0,5500,5,True,True,0,0,51.026489,195.618307,-10,-4,-65623573346972.0,0,0,0,0,0,0.019597664264143277
77,146,16,14,1,5500,5,True,True,0,0,-46.990482000000014,148.627825,11,4,65623573346972.0,0,0,0,0,0,-0.02128090535440772
78,146,12,4,0,5500,5,True,True,0,0,47.09249600000001,195.720321,-10,-4,-65623573346972.0,0,0,0,0,0,0.02123480564716722
79,146,16,15,1,5500,5,True,True,0,0,-43.056464000000005,152.663857,11,4,65623573346972.0,0,0,0,0,0,-0.023225316412420673
80,146,12,5,0,5500,5,True,True,0,0,47.95862700000001,200.622484,-10,-4,-65623573346972.0,0,0,0,0,0,0.020851305855774393
81,146,12,6,0,5500,5,True,True,0,0,4.902120999999994,205.524605,1,0,0.0,0,0,0,0,0,0.20399333268191489
82,146,16,16,1,5500,5,True,True,0,0,-48.82053500000001,156.70407,10,4,65623573346972.0,0,0,0,0,0,-0.020483183971662742
83,146,12,7,0,5500,5,True,True,0,0,53.72291000000001,210.42698,-9,-4,-65623573346972.0,0,0,0,0,0,0.018614032635238854
84,146,12,8,0,5500,5,True,True,0,0,4.902116000000007,215.329096,1,0,0.0,0,0,0,0,0,0.20399354074852546
85,146,16,17,1,5500,5,True,True,0,0,-54.58122900000001,160.747867,9,4,65623573346972.0,0,0,0,0,0,-0.01832131702274421
86,146,12,9,0,5500,5,True,True,0,0,59.483901,220.231768,-8,-4,-65623573346972.0,0,0,0,0,0,0.016811271338777866
87,146,13,0,0,5500,5,True,True,0,0,2.3140669999999943,222.545835,-9,1,26936189949.0,0,0,0,0,0,0.43213960529232837
88,146,16,18,1,5500,5,True,True,0,0,-57.76169200000001,164.784143,18,3,65596637157023.0,0,0,0,0,0,-0.01731251224427428
89,146,13,1,0,5500,5,True,True,0,0,57.76186800000002,222.546011,-17,-3,-65596637157023.0,0,0,0,0,0,0.017312459493172894
90,146,13,2,0,5500,5,True,True,0,0,0.0022400000000004,222.548251,1,0,0.0,0,0,0,0,0,446.4285714284917
91,146,13,3,0,5500,5,True,True,0,0,0.0040789999999901,222.55233,1,0,0.0,0,0,0,0,0,245.1581269925048
92,146,13,4,0,5500,5,True,True,0,0,0.1001119999999957,222.652442,1,0,0.0,0,0,0,0,0,9.988812529966866
93,146,13,5,0,5500,5,True,True,0,0,4.901868000000007,227.55431,1,0,0.0,0,0,0,0,0,0.204003861385088
94,146,13,6,0,5500,5,True,True,0,0,4.900506000000007,232.454816,1,0,0.0,0,0,0,0,0,0.20406056027683642
95,146,13,7,0,5500,5,True,True,0,0,4.902210999999994,237.357027,1,0,0.0,0,0,0,0,0,0.20398958755549307
96,146,16,19,1,5500,5,True,True,0,0,-68.53712200000001,168.819905,12,3,65596637157023.0,0,0,0,0,0,-0.014590633087861493
97,146,13,8,0,5500,5,True,True,0,0,73.43742900000001,242.257334,-11,-3,-65596637157023.0,0,0,0,0,0,0.013617034441660531
98,146,13,9,0,5500,5,True,True,0,0,4.90191200000001,247.159246,1,0,0.0,0,0,0,0,0,0.2040020302282044
99,146,16,20,1,5500,5,True,True,0,0,-74.30360000000002,172.855646,11,3,65596637157023.0,0,0,0,0,0,-0.013458298117453256
100,146,13,10,0,5500,5,True,True,0,0,79.20405,252.059696,-10,-3,-65596637157023.0,0,0,0,0,0,0.012625616998120677
101,146,13,11,0,5500,5,True,True,0,0,4.902006999999998,256.961703,1,0,0.0,0,0,0,0,0,0.2039980767061329
102,146,16,21,1,5500,5,True,True,0,0,-80.06983499999998,176.89186800000002,10,3,65596637157023.0,0,0,0,0,0,-0.012489097798190794
103,146,13,12,0,5500,5,True,True,0,0,84.97020999999998,261.862078,-9,-3,-65596637157023.0,0,0,0,0,0,0.011768830511305083
104,146,13,13,0,5500,5,True,True,0,0,4.901920000000018,266.763998,1,0,0.0,0,0,0,0,0,0.20400169729412074
105,146,16,22,1,5500,5,True,True,0,0,-85.83615900000001,180.927839,9,3,65596637157023.0,0,0,0,0,0,-0.01165010191101398
106,146,13,14,0,5500,5,True,True,0,0,90.73656599999998,271.664405,-8,-3,-65596637157023.0,0,0,0,0,0,0.011020915206334789
107,146,13,15,0,5500,5,True,True,0,0,4.90207300000003,276.566478,1,0,0.0,0,0,0,0,0,0.20399533013890123
108,146,16,23,1,5500,5,True,True,0,0,-91.60009200000002,184.966386,8,3,65596637157023.0,0,0,0,0,0,-0.01091701960299341
109,146,14,0,0,5500,5,True,True,0,0,96.031222,280.997608,-23,-2,-65538185479343.0,0,0,0,0,0,0.01041327996430161
110,146,14,1,0,5500,5,True,True,0,0,4.500000000007276e-05,280.997653,1,0,0.0,0,0,0,0,0,22222.22222218629
111,146,14,2,0,5500,5,True,True,0,0,0.002254999999991,280.999908,1,0,0.0,0,0,0,0,0,443.4589800461158
112,146,16,24,1,5500,5,True,True,0,0,-92.000003,188.999905,22,2,65538185479343.0,0,0,0,0,0,-0.010869564862948971
113,146,23,0,1,5500,5,True,True,0,0,46.36038199999999,235.360287,-24,7,690088559986.0,0,0,0,0,0,0.02157014150573652
114,146,23,1,1,5500,5,True,True,0,0,1.4318730000000244,236.79216,1,0,0.0,0,0,0,0,0,0.6983859602073529
115,146,23,2,1,5500,5,True,True,0,0,1.4440899999999883,238.23625,1,0,0.0,0,0,0,0,0,0.6924776156610793
116,146,23,3,1,5500,5,True,True,0,0,1.431949000000003,239.668199,1,0,0.0,0,0,0,0,0,0.6983488937105986
117,146,23,4,1,5500,5,True,True,0,0,1.4320679999999868,241.100267,1,0,0.0,0,0,0,0,0,0.6982908632830349
118,146,23,5,1,5500,5,True,True,0,0,1.4355309999999974,242.535798,1,0,0.0,0,0,0,0,0,0.6966063428793957
119,146,23,6,1,5500,5,True,True,0,0,1.435969,243.971767,1,0,0.0,0,0,0,0,0,0.696393863655831
120,146,23,7,1,5500,5,True,True,0,0,1.4404590000000042,245.412226,1,0,0.0,0,0,0,0,0,0.6942231608119337
