index,Length,stNum,sqNum,attack,timeAllowedtoLive,numDatSetEntries,bitstring_1,bitstring_2,bitstring_3,bitstring_4,bitstring_5,bitstring_6,floatvalue_1,floatvalue_2,floatvalue_3,floatvalue_4,floatvalue_5,floatvalue_6,time_diff,time_from_start,sqNum_diff,stNum_diff,timestamp_diff,bitstring_1_diff,bitstring_2_diff,bitstring_3_diff,bitstring_4_diff,bitstring_5_diff,bitstring_6_diff,Length_diff,freq
0,236,450,6,0,3000,12,0,0,0,0,0,0,401.556,400.691,400.644,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0.0
1,236,450,7,0,3000,12,0,0,0,0,0,0,401.556,400.691,400.644,0,0,0,0.320131,0.320131,1,0,0.0,0,0,0,0,0,0,0,3.1237212266228513
2,236,450,8,0,3000,12,0,0,0,0,0,0,401.556,400.691,400.644,0,0,0,0.6407830000000001,0.960914,1,0,0.0,0,0,0,0,0,0,0,1.5605907147973648
3,236,450,9,0,3000,12,0,0,0,0,0,0,401.556,400.691,400.644,0,0,0,1.280346,2.24126,1,0,0.0,0,0,0,0,0,0,0,0.7810388754289856
4,236,450,10,0,3000,12,0,0,0,0,0,0,401.556,400.691,400.644,0,0,0,2.000338,4.241598,1,0,0.0,0,0,0,0,0,0,0,0.49991551427808695
5,236,450,11,0,3000,12,0,0,0,0,0,0,401.556,400.691,400.644,0,0,0,1.9997350000000005,6.241333,1,0,0.0,0,0,0,0,0,0,0,0.5000662587792881
6,236,451,0,0,3000,12,0,0,0,0,0,0,401.332,400.918,401.36,0,0,0,1.93758,8.178913,-11,1,8500000000.0,0,0,0,0,0,0,0,0.5161077220037366
7,236,451,1,0,3000,12,0,0,0,0,0,0,401.332,400.918,401.36,0,0,0,0.0102709999999994,8.189184,1,0,0.0,0,0,0,0,0,0,0,97.36150326161604
8,236,451,2,0,3000,12,0,0,0,0,0,0,401.332,400.918,401.36,0,0,0,0.0108720000000008,8.200056,1,0,0.0,0,0,0,0,0,0,0,91.97939661515144
9,236,451,3,0,3000,12,0,0,0,0,0,0,401.332,400.918,401.36,0,0,0,0.0199069999999998,8.219963,1,0,0.0,0,0,0,0,0,0,0,50.23358617571759
10,236,451,4,0,3000,12,0,0,0,0,0,0,401.332,400.918,401.36,0,0,0,0.0404630000000008,8.260426,1,0,0.0,0,0,0,0,0,0,0,24.713936188616273
11,236,451,5,0,3000,12,0,0,0,0,0,0,401.332,400.918,401.36,0,0,0,0.0796089999999996,8.340035,1,0,0.0,0,0,0,0,0,0,0,12.56139381225747
12,236,451,6,0,3000,12,0,0,0,0,0,0,401.332,400.918,401.36,0,0,0,0.1607479999999999,8.500783,1,0,0.0,0,0,0,0,0,0,0,6.220917212033746
13,236,451,7,0,3000,12,0,0,0,0,0,0,401.332,400.918,401.36,0,0,0,0.3196449999999995,8.820428,1,0,0.0,0,0,0,0,0,0,0,3.1284706471241583
14,236,451,8,0,3000,12,0,0,0,0,0,0,401.332,400.918,401.36,0,0,0,0.6399699999999999,9.460398,1,0,0.0,0,0,0,0,0,0,0,1.5625732456208887
15,236,451,9,0,3000,12,0,0,0,0,0,0,401.332,400.918,401.36,0,0,0,1.2804870000000008,10.740885,1,0,0.0,0,0,0,0,0,0,0,0.7809528718370428
16,236,451,10,0,3000,12,0,0,0,0,0,0,401.332,400.918,401.36,0,0,0,2.000121,12.741006,1,0,0.0,0,0,0,0,0,0,0,0.4999697518300143
17,236,452,0,0,3000,12,0,0,0,0,0,0,401.233,400.741,400.72,0,0,0,0.9378949999999991,13.678901,-10,1,5500000000.0,0,0,0,0,0,0,0,1.0662174337212598
18,236,452,1,0,3000,12,0,0,0,0,0,0,401.233,400.741,400.72,0,0,0,0.0102340000000005,13.689135,1,0,0.0,0,0,0,0,0,0,0,97.7135040062489
19,236,452,2,0,3000,12,0,0,0,0,0,0,401.233,400.741,400.72,0,0,0,0.0102270000000004,13.699362,1,0,0.0,0,0,0,0,0,0,0,97.78038525471408
20,236,452,3,0,3000,12,0,0,0,0,0,0,401.233,400.741,400.72,0,0,0,0.019741999999999,13.719104,1,0,0.0,0,0,0,0,0,0,0,50.65342923716192
21,236,452,4,0,3000,12,0,0,0,0,0,0,401.233,400.741,400.72,0,0,0,0.0409030000000001,13.760007,1,0,0.0,0,0,0,0,0,0,0,24.448084492579948
22,236,452,5,0,3000,12,0,0,0,0,0,0,401.233,400.741,400.72,0,0,0,0.0803700000000002,13.840377,1,0,0.0,0,0,0,0,0,0,0,12.442453651860115
23,236,452,6,0,3000,12,0,0,0,0,0,0,401.233,400.741,400.72,0,0,0,0.1598640000000006,14.000241,1,0,0.0,0,0,0,0,0,0,0,6.255317019466523
24,236,452,7,0,3000,12,0,0,0,0,0,0,401.233,400.741,400.72,0,0,0,0.3201129999999992,14.320354,1,0,0.0,0,0,0,0,0,0,0,3.123896873916406
25,236,452,8,0,3000,12,0,0,0,0,0,0,401.233,400.741,400.72,0,0,0,0.6397530000000007,14.960107,1,0,0.0,0,0,0,0,0,0,0,1.563103260164468
26,236,452,9,0,3000,12,0,0,0,0,0,0,401.233,400.741,400.72,0,0,0,1.2801170000000006,16.240224,1,0,0.0,0,0,0,0,0,0,0,0.7811785953940144
27,236,452,10,0,3000,12,0,0,0,0,0,0,401.233,400.741,400.72,0,0,0,2.000632999999997,18.240857,1,0,0.0,0,0,0,0,0,0,0,0.4998418000702785
28,236,452,11,0,3000,12,0,0,0,0,0,0,401.233,400.741,400.72,0,0,0,2.000949000000002,20.241806,1,0,0.0,0,0,0,0,0,0,0,0.4997628625217329
29,236,452,12,0,3000,12,0,0,0,0,0,0,401.233,400.741,400.72,0,0,0,1.9999040000000008,22.24171,1,0,0.0,0,0,0,0,0,0,0,0.5000240011520551
30,236,452,13,0,3000,12,0,0,0,0,0,0,401.233,400.741,400.72,0,0,0,2.000131999999997,24.241842,1,0,0.0,0,0,0,0,0,0,0,0.499967002177857
31,236,206,8,1,3000,12,0,0,0,0,0,0,399.024,399.167,398.968,0,0,0,5.548999000000002,29.790841,-5,-246,-5171842480000019.0,0,0,0,0,0,0,0,0.1802126834047005
32,236,452,14,0,3000,12,0,0,0,0,0,0,401.233,400.741,400.72,0,0,0,-3.549030000000002,26.241811,6,246,5171842480000019.0,0,0,0,0,0,0,0,-0.28176713073713083
33,236,206,9,1,3000,12,0,0,0,0,0,0,399.024,399.167,398.968,0,0,0,4.821140000000003,31.062951,-5,-246,-5171842480000019.0,0,0,0,0,0,0,0,0.20741982186785685
34,236,452,15,0,3000,12,0,0,0,0,0,0,401.233,400.741,400.72,0,0,0,-2.8210330000000035,28.241918,6,246,5171842480000019.0,0,0,0,0,0,0,0,-0.35448007875129384
35,236,452,16,0,3000,12,0,0,0,0,0,0,401.233,400.741,400.72,0,0,0,2.000233000000001,30.242151,1,0,0.0,0,0,0,0,0,0,0,0.49994175678533426
36,236,452,17,0,3000,12,0,0,0,0,0,0,401.233,400.741,400.72,0,0,0,2.000109000000002,32.24226,1,0,0.0,0,0,0,0,0,0,0,0.4999727514850436
37,236,206,10,1,3000,12,0,0,0,0,0,0,399.024,399.167,398.968,0,0,0,0.8284179999999992,33.070678,-7,-246,-5171842480000019.0,0,0,0,0,0,0,0,1.2071200770625468
38,236,453,0,0,3000,12,0,0,0,0,0,0,401.688,400.991,400.989,0,0,0,-0.3916680000000028,32.67901,-10,247,5171861480000019.0,0,0,0,0,0,0,0,-2.5531827976755643
39,236,207,0,1,3000,12,0,0,0,0,0,0,399.468,399.795,399.191,0,0,0,1.827803000000003,34.506813,0,-246,-5171855480000019.0,0,0,0,0,0,0,0,0.5471049122908751
40,236,453,1,0,3000,12,0,0,0,0,0,0,401.688,400.991,400.989,0,0,0,-1.817432000000004,32.689381,1,246,5171855480000019.0,0,0,0,0,0,0,0,-0.5502269135791589
41,236,207,1,1,3000,12,0,0,0,0,0,0,399.468,399.795,399.191,0,0,0,1.873431000000004,34.562812,0,-246,-5171855480000019.0,0,0,0,0,0,0,0,0.5337800004376985
42,236,453,2,0,3000,12,0,0,0,0,0,0,401.688,400.991,400.989,0,0,0,-1.8634309999999985,32.699381,1,246,5171855480000019.0,0,0,0,0,0,0,0,-0.5366445014599418
43,236,207,2,1,3000,12,0,0,0,0,0,0,399.468,399.795,399.191,0,0,0,1.927306999999999,34.626688,0,-246,-5171855480000019.0,0,0,0,0,0,0,0,0.5188586976542919
44,236,453,3,0,3000,12,0,0,0,0,0,0,401.688,400.991,400.989,0,0,0,-1.907557000000004,32.719131,1,246,5171855480000019.0,0,0,0,0,0,0,0,-0.5242307307199722
45,236,453,4,0,3000,12,0,0,0,0,0,0,401.688,400.991,400.989,0,0,0,0.0404780000000002,32.759609,1,0,0.0,0,0,0,0,0,0,0,24.70477790404652
46,236,207,3,1,3000,12,0,0,0,0,0,0,399.468,399.795,399.191,0,0,0,1.935340000000004,34.694949,-1,-246,-5171855480000019.0,0,0,0,0,0,0,0,0.5167050750772463
47,236,453,5,0,3000,12,0,0,0,0,0,0,401.688,400.991,400.989,0,0,0,-1.8558179999999995,32.839131,2,246,5171855480000019.0,0,0,0,0,0,0,0,-0.5388459428672425
48,236,207,4,1,3000,12,0,0,0,0,0,0,399.468,399.795,399.191,0,0,0,1.8999309999999952,34.739062,-1,-246,-5171855480000019.0,0,0,0,0,0,0,0,0.5263349037412425
49,236,453,6,0,3000,12,0,0,0,0,0,0,401.688,400.991,400.989,0,0,0,-1.7400570000000002,32.999005,2,246,5171855480000019.0,0,0,0,0,0,0,0,-0.5746938175013806
50,236,207,5,1,3000,12,0,0,0,0,0,0,399.468,399.795,399.191,0,0,0,1.787932000000005,34.786937,-1,-246,-5171855480000019.0,0,0,0,0,0,0,0,0.5593053874532126
51,236,207,6,1,3000,12,0,0,0,0,0,0,399.468,399.795,399.191,0,0,0,0.0638989999999992,34.850836,1,0,0.0,0,0,0,0,0,0,0,15.649697178359792
52,236,453,7,0,3000,12,0,0,0,0,0,0,401.688,400.991,400.989,0,0,0,-1.5309640000000044,33.319872,1,246,5171855480000019.0,0,0,0,0,0,0,0,-0.6531832231195489
53,236,453,8,0,3000,12,0,0,0,0,0,0,401.688,400.991,400.989,0,0,0,0.6392530000000036,33.959125,1,0,0.0,0,0,0,0,0,0,0,1.5643258615915676
54,236,207,7,1,3000,12,0,0,0,0,0,0,399.468,399.795,399.191,0,0,0,1.1796819999999997,35.138807,-1,-246,-5171855480000019.0,0,0,0,0,0,0,0,0.8476860713310878
55,236,453,9,0,3000,12,0,0,0,0,0,0,401.688,400.991,400.989,0,0,0,0.100445999999998,35.239253,2,246,5171855480000019.0,0,0,0,0,0,0,0,9.955598032774027
56,236,207,8,1,3000,12,0,0,0,0,0,0,399.468,399.795,399.191,0,0,0,0.5476820000000018,35.786935,-1,-246,-5171855480000019.0,0,0,0,0,0,0,0,1.825877060045787
57,236,453,10,0,3000,12,0,0,0,0,0,0,401.688,400.991,400.989,0,0,0,1.4525509999999997,37.239486,2,246,5171855480000019.0,0,0,0,0,0,0,0,0.6884439857877624
58,236,207,9,1,3000,12,0,0,0,0,0,0,399.468,399.795,399.191,0,0,0,-0.1771680000000017,37.062318,-1,-246,-5171855480000019.0,0,0,0,0,0,0,0,-5.644360155332737
59,236,453,11,0,3000,12,0,0,0,0,0,0,401.688,400.991,400.989,0,0,0,2.1771480000000025,39.239466,2,246,5171855480000019.0,0,0,0,0,0,0,0,0.4593165003022297
60,236,453,12,0,3000,12,0,0,0,0,0,0,401.688,400.991,400.989,0,0,0,1.999611999999999,41.239078,1,0,0.0,0,0,0,0,0,0,0,0.5000970188216516
