index,Length,stNum,sqNum,attack,timeAllowedtoLive,numDatSetEntries,boolean_1,time_diff,time_from_start,sqNum_diff,stNum_diff,timestamp_diff,boolean_1_diff,Length_diff,freq
0,144,1,14,0,4000,1,True,0.0,0.0,0,0,0.0,0,0,0.0
1,144,1,15,0,4000,1,True,2.000074863433838,2.000074863433838,1,0,0.0,0,0,0.49998128484208104
2,144,1,16,0,4000,1,True,1.9999611377716064,4.000036001205444,1,0,0.0,0,0,0.5000097157458862
3,144,1,17,0,4000,1,True,2.0000319480896,6.000067949295044,1,0,0.0,0,0,0.499992013105183
4,144,1,18,0,4000,1,True,2.000228881835937,8.000296831130981,1,0,0.0,0,0,0.4999427860886283
5,144,1,19,0,4000,1,True,1.9998271465301516,10.000123977661133,1,0,0.0,0,0,0.5000432171025752
6,144,1,20,0,4000,1,True,1.9999518394470213,12.000075817108154,1,0,0.0,0,0,0.5000120404281815
7,144,1,21,0,4000,1,True,2.0000979900360107,14.000173807144163,1,0,0.0,0,0,0.4999755036911944
8,144,1,22,0,4000,1,True,1.9999701976776123,16.000144004821777,1,0,0.0,0,0,0.5000074506916209
9,144,1,23,0,4000,1,True,2.000005006790161,18.00014901161194,1,0,0.0,0,0,0.4999987483055932
10,144,1,24,0,4000,1,True,2.000018835067749,20.000167846679688,1,0,0.0,0,0,0.49999529127740727
11,144,1,25,0,4000,1,True,2.0000481605529785,22.000216007232662,1,0,0.0,0,0,0.49998796015167823
12,144,1,26,0,4000,1,True,2.000005006790161,24.000221014022827,1,0,0.0,0,0,0.4999987483055932
13,144,1,27,0,4000,1,True,1.9999759197235107,26.000196933746334,1,0,0.0,0,0,0.5000060201416057
14,144,1,28,0,4000,1,True,2.0000250339508057,28.000221967697144,1,0,0.0,0,0,0.4999937415906349
15,144,1,29,0,4000,1,True,2.000077962875366,30.00029993057251,1,0,0.0,0,0,0.49998051004090505
16,144,1,30,0,4000,1,True,2.0000710487365723,32.00037097930908,1,0,0.0,0,0,0.4999822384468249
17,143,2,0,0,8,1,True,1.6421449184417725,33.642515897750854,-30,1,45687679708.0,0,-1,0.6089596531765892
18,143,2,1,0,16,1,True,0.0023961067199707,33.644912004470825,1,0,0.0,0,0,417.34368159204035
19,143,2,2,0,32,1,True,0.0093958377838134,33.65430784225464,1,0,0.0,0,0,106.43010479839717
20,143,2,3,0,64,1,True,0.0159311294555664,33.670238971710205,1,0,0.0,0,0,62.77018856629754
21,144,2,4,0,128,1,True,0.0320699214935302,33.702308893203735,1,0,0.0,0,1,31.181866167079345
22,144,2,5,0,256,1,True,0.0639960765838623,33.7663049697876,1,0,0.0,0,0,15.625957923991967
23,143,3,0,0,8,1,True,0.0018270015716552,33.76813197135925,-5,1,125700056.0,0,-1,547.3449040845842
24,143,3,1,0,16,1,True,0.0021798610687255,33.77031183242798,1,0,0.0,0,0,458.7448321120163
25,143,3,2,0,32,1,True,0.0079970359802246,33.7783088684082,1,0,0.0,0,0,125.04632997436065
26,143,3,3,0,64,1,True,0.0159559249877929,33.794264793396,1,0,0.0,0,0,62.67264359572079
27,144,3,4,0,128,1,True,0.0320432186126709,33.82630801200867,1,0,0.0,0,1,31.20785124889322
28,144,3,5,0,256,1,True,0.0640079975128173,33.890316009521484,1,0,0.0,0,0,15.623047726180697
29,144,3,6,0,512,1,True,0.1279659271240234,34.01828193664551,1,0,0.0,0,0,7.814580197045805
30,144,3,7,0,1024,1,True,0.2559900283813476,34.274271965026855,1,0,0.0,0,0,3.9064021607525388
31,144,3,8,0,2048,1,True,0.5120539665222168,34.78632593154907,1,0,0.0,0,0,1.9529191557519405
32,144,3,9,0,4000,1,True,1.0239970684051514,35.810322999954224,1,0,0.0,0,0,0.9765652957947173
33,144,3,10,0,4000,1,True,2.000027894973755,37.81035089492798,1,0,0.0,0,0,0.49999302635382614
34,144,3,11,0,4000,1,True,1.999958038330078,39.81030893325806,1,0,0.0,0,0,0.5000104906375828
35,144,3,12,0,4000,1,True,2.0000760555267334,41.81038498878479,1,0,0.0,0,0,0.49998098684134457
36,144,3,13,0,4000,1,True,2.0000038146972656,43.810388803482056,1,0,0.0,0,0,0.4999990463275026
37,144,3,14,0,4000,1,True,1.999941110610962,45.81032991409302,1,0,0.0,0,0,0.5000147227807673
38,144,3,15,0,4000,1,True,2.000030994415283,47.8103609085083,1,0,0.0,0,0,0.49999225151625903
39,144,3,16,0,4000,1,True,2.0000228881835938,49.810383796691895,1,0,0.0,0,0,0.49999427801958446
40,144,3,17,0,4000,1,True,2.000049114227295,51.81043291091919,1,0,0.0,0,0,0.4999877217446948
41,144,3,18,0,4000,1,True,2.0000269412994385,53.81045985221863,1,0,0.0,0,0,0.49999326476586836
42,144,3,19,0,4000,1,True,1.999953031539917,55.81041288375855,1,0,0.0,0,0,0.5000117423907817
43,144,3,20,0,4000,1,True,2.000095129013061,57.810508012771606,1,0,0.0,0,0,0.4999762188778721
44,144,3,21,0,4000,1,True,1.999942779541016,59.81045079231262,1,0,0.0,0,0,0.5000143055240303
45,144,3,22,0,4000,1,True,2.000075101852417,61.81052589416504,1,0,0.0,0,0,0.4999812252419053
46,144,3,23,0,4000,1,True,2.0000228881835938,63.81054878234863,1,0,0.0,0,0,0.49999427801958446
47,144,3,24,0,4000,1,True,2.0000150203704834,65.81056380271912,1,0,0.0,0,0,0.49999624493558037
48,144,3,25,0,4000,1,True,2.000008106231689,67.8105719089508,1,0,0.0,0,0,0.49999797345029157
49,144,3,26,0,4000,1,True,1.9999489784240725,69.81052088737488,1,0,0.0,0,0,0.5000127557193903
50,144,3,27,0,4000,1,True,2.000037908554077,71.81055879592896,1,0,0.0,0,0,0.49999052304110964
51,144,3,28,0,4000,1,True,2.000030994415283,73.81058979034424,1,0,0.0,0,0,0.49999225151625903
52,144,3,29,0,4000,1,True,2.00002121925354,75.81061100959778,1,0,0.0,0,0,0.49999469524289647
53,144,3,30,0,4000,1,True,1.9999678134918213,77.8105788230896,1,0,0.0,0,0,0.5000080467565432
54,144,3,31,0,4000,1,True,2.000012159347534,79.81059098243713,1,0,0.0,0,0,0.49999696018159756
55,144,3,32,0,4000,1,True,2.0000979900360107,81.81068897247314,1,0,0.0,0,0,0.4999755036911944
56,144,3,33,0,4000,1,True,1.9999449253082275,83.81063389778137,1,0,0.0,0,0,0.5000137690521063
57,144,3,34,0,4000,1,True,2.000030040740967,85.81066393852234,1,0,0.0,0,0,0.49999248992756234
58,144,3,35,0,4000,1,True,2.000030994415283,87.81069493293762,1,0,0.0,0,0,0.49999225151625903
59,144,3,36,0,4000,1,True,2.000056028366089,89.81075096130371,1,0,0.0,0,0,0.499985993300864
60,144,3,37,0,4000,1,True,1.99993896484375,91.81068992614746,1,0,0.0,0,0,0.500015259254738
61,144,3,38,0,4000,1,True,2.0000360012054443,93.8107259273529,1,0,0.0,0,0,0.4999909998606468
62,144,3,39,0,4000,1,True,2.000025987625122,95.81075191497804,1,0,0.0,0,0,0.49999350317813795
63,144,3,40,0,4000,1,True,2.000032901763916,97.81078481674194,1,0,0.0,0,0,0.49999177469433453
64,144,3,41,0,4000,1,True,2.0000360012054443,99.8108208179474,1,0,0.0,0,0,0.4999909998606468
65,144,3,42,0,4000,1,True,2.00003719329834,101.81085801124571,1,0,0.0,0,0,0.4999907018483295
66,144,3,43,0,4000,1,True,2.000009775161743,103.81086778640748,1,0,0.0,0,0,0.4999975562215084
67,144,3,44,0,4000,1,True,2.0000150203704834,105.81088280677795,1,0,0.0,0,0,0.49999624493558037
68,144,3,45,0,4000,1,True,1.9999570846557615,107.81083989143372,1,0,0.0,0,0,0.5000107290662804
69,144,3,46,0,4000,1,True,2.0000369548797607,109.81087684631348,1,0,0.0,0,0,0.49999076145076454
70,144,3,47,0,4000,1,True,2.0000269412994385,111.81090378761292,1,0,0.0,0,0,0.49999326476586836
71,144,3,48,0,4000,1,True,2.0000360012054443,113.81093978881836,1,0,0.0,0,0,0.4999909998606468
