index,Length,stNum,sqNum,attack,timeAllowedtoLive,numDatSetEntries,boolean_1,boolean_2,boolean_3,time_diff,time_from_start,sqNum_diff,stNum_diff,timestamp_diff,boolean_1_diff,boolean_2_diff,boolean_3_diff,Length_diff,freq
0,149,1,4787,0,2000,3,True,True,True,0.0,0.0,0,0,0.0,0,0,0,0,0.0
1,149,1,4788,0,2000,3,True,True,True,1.0009379386901855,1.0009379386901855,1,0,0.0,0,0,0,0,0.9990629402144423
2,149,1,4789,0,2000,3,True,True,True,1.0009000301361084,2.001837968826294,1,0,0.0,0,0,0,0,0.9991007791897198
3,149,1,4790,0,2000,3,True,True,True,1.000951051712036,3.00278902053833,1,0,0.0,0,0,0,0,0.9990498519279147
4,149,1,4791,0,2000,3,True,True,True,1.0011539459228516,4.003942966461182,1,0,0.0,0,0,0,0,0.9988473841335281
5,149,1,4792,0,2000,3,True,True,True,1.0007829666137695,5.004725933074951,1,0,0.0,0,0,0,0,0.999217645943337
6,149,1,4793,0,2000,3,True,True,True,1.0009610652923584,6.00568699836731,1,0,0.0,0,0,0,0,0.9990398574673055
7,149,1,4794,0,2000,3,True,True,True,1.0012171268463137,7.006904125213623,1,0,0.0,0,0,0,0,0.9987843527505892
8,149,1,4795,0,2000,3,True,True,True,1.0007100105285645,8.007614135742188,1,0,0.0,0,0,0,0,0.9992904932287132
9,149,1,4796,0,2000,3,True,True,True,1.0011708736419678,9.008785009384155,1,0,0.0,0,0,0,0,0.9988304956997915
10,149,1,4797,0,2000,3,True,True,True,1.000572919845581,10.009357929229736,1,0,0.0,0,0,0,0,0.9994274082036225
11,149,1,4798,0,2000,3,True,True,True,1.0009980201721191,11.010355949401855,1,0,0.0,0,0,0,0,0.9990029748790636
12,149,1,4799,0,2000,3,True,True,True,1.000910997390747,12.011266946792604,1,0,0.0,0,0,0,0,0.9990898317701354
13,149,1,4800,0,2000,3,True,True,True,1.0009751319885254,13.012242078781128,1,0,0.0,0,0,0,0,0.9990258179675371
14,149,1,4801,0,2000,3,True,True,True,1.0008399486541748,14.013082027435305,1,0,0.0,0,0,0,0,0.9991607562674688
15,149,1,4802,0,2000,3,True,True,True,1.0009019374847412,15.013983964920044,1,0,0.0,0,0,0,0,0.9990988752734281
16,149,1,4803,0,2000,3,True,True,True,1.0010590553283691,16.015043020248413,1,0,0.0,0,0,0,0,0.9989420650832416
17,149,1,4804,0,2000,3,True,True,True,1.0008740425109863,17.0159170627594,1,0,0.0,0,0,0,0,0.9991267207721828
18,149,1,4805,0,2000,3,True,True,True,1.000952959060669,18.01687002182007,1,0,0.0,0,0,0,0,0.9990479482057146
19,149,1,4806,0,2000,3,True,True,True,1.000931978225708,19.017802000045776,1,0,0.0,0,0,0,0,0.9990688895489581
20,149,1,4807,0,2000,3,True,True,True,1.001344919204712,20.01914691925049,1,0,0.0,0,0,0,0,0.9986568871735225
