index,Length,stNum,sqNum,attack,timeAllowedtoLive,numDatSetEntries,bitstring_1,time_diff,time_from_start,sqNum_diff,stNum_diff,timestamp_diff,bitstring_1_diff,Length_diff,freq
0,167,102,18,0,4000,1,80,0.0,0.0,0,0,0.0,0,0,0.0
1,167,102,19,0,4000,1,80,2.000117063522339,2.000117063522339,1,0,0.0,0,0,0.49997073583229856
2,167,102,20,0,4000,1,80,2.000006914138794,4.000123977661133,1,0,0.0,0,0,0.4999982714712772
3,167,102,21,0,4000,1,80,1.9999361038208008,6.000060081481934,1,0,0.0,0,0,0.5000159745551563
4,167,102,22,0,4000,1,80,2.000034809112549,8.000094890594482,1,0,0.0,0,0,0.4999912978733195
5,167,102,23,0,4000,1,80,2.0001111030578613,10.000205993652344,1,0,0.0,0,0,0.49997222577843514
6,167,102,24,0,4000,1,80,1.9999709129333496,12.000176906585692,1,0,0.0,0,0,0.5000072718724213
7,167,102,25,0,4000,1,80,2.0000221729278564,14.00019907951355,1,0,0.0,0,0,0.49999445682949006
8,167,102,26,0,4000,1,80,1.9999668598175049,16.000165939331055,1,0,0.0,0,0,0.50000828518291
9,167,102,27,0,4000,1,80,2.000011920928955,18.00017786026001,1,0,0.0,0,0,0.4999970197855247
10,167,102,28,0,4000,1,80,2.000042200088501,20.00022006034851,1,0,0.0,0,0,0.49998945020047597
11,167,102,29,0,4000,1,80,2.000027894973755,22.000247955322266,1,0,0.0,0,0,0.49999302635382614
12,167,102,30,0,4000,1,80,2.0000319480896,24.000279903411865,1,0,0.0,0,0,0.499992013105183
13,167,102,31,0,4000,1,80,2.0000271797180176,26.000307083129883,1,0,0.0,0,0,0.49999320516283646
14,167,102,32,0,4000,1,80,2.000011920928955,28.00031900405884,1,0,0.0,0,0,0.4999970197855247
15,167,102,33,0,4000,1,80,2.000016927719116,30.000335931777958,1,0,0.0,0,0,0.49999576810603913
16,167,102,34,0,4000,1,80,2.0000100135803223,32.00034594535828,1,0,0.0,0,0,0.49999749661745335
17,167,102,35,0,4000,1,80,1.999974012374878,34.000319957733154,1,0,0.0,0,0,0.5000064969907012
18,167,102,36,0,4000,1,80,2.000067949295044,36.0003879070282,1,0,0.0,0,0,0.49998301325335776
19,167,102,37,0,4000,1,80,1.9999380111694336,38.00032591819763,1,0,0.0,0,0,0.5000154976879834
20,167,102,38,0,4000,1,80,2.0000171661376958,40.00034308433533,1,0,0.0,0,0,0.49999570850241026
21,167,102,39,0,4000,1,80,2.0000429153442383,42.000385999679565,1,0,0.0,0,0,0.49998927139415134
22,167,102,40,0,4000,1,80,2.000027894973755,44.00041389465332,1,0,0.0,0,0,0.49999302635382614
23,167,102,41,0,4000,1,80,1.9999520778656008,46.00036597251892,1,0,0.0,0,0,0.500011980820673
24,167,102,42,0,4000,1,80,2.000016927719116,48.00038290023804,1,0,0.0,0,0,0.49999576810603913
25,167,102,43,0,4000,1,80,2.0000150203704834,50.00039792060852,1,0,0.0,0,0,0.49999624493558037
26,167,102,44,0,4000,1,80,2.0000901222229004,52.00048804283142,1,0,0.0,0,0,0.49997747045948104
27,167,102,45,0,4000,1,80,1.9999759197235107,54.00046396255493,1,0,0.0,0,0,0.5000060201416057
28,167,102,46,0,4000,1,80,2.000058889389038,56.00052285194397,1,0,0.0,0,0,0.49998527808622273
29,167,102,47,0,4000,1,80,1.9999980926513672,58.00052094459534,1,0,0.0,0,0,0.500000476837613
30,167,102,48,0,4000,1,80,1.999967098236084,60.00048804283142,1,0,0.0,0,0,0.500008225576297
31,167,102,49,0,4000,1,80,2.000025987625122,62.00051403045654,1,0,0.0,0,0,0.49999350317813795
32,167,102,50,0,4000,1,80,2.0000388622283936,64.00055289268494,1,0,0.0,0,0,0.49999028463168205
33,167,102,51,0,4000,1,80,1.999946117401123,66.00049901008606,1,0,0.0,0,0,0.5000134710126458
34,167,102,52,0,4000,1,80,2.0000369548797607,68.00053596496582,1,0,0.0,0,0,0.49999076145076454
35,167,102,53,0,4000,1,80,2.000019073486328,70.00055503845215,1,0,0.0,0,0,0.49999523167389226
36,167,102,54,0,4000,1,80,2.000018835067749,72.0005738735199,1,0,0.0,0,0,0.49999529127740727
37,167,102,55,0,4000,1,80,2.000025987625122,74.00059986114502,1,0,0.0,0,0,0.49999350317813795
38,167,102,56,0,4000,1,80,2.000005006790161,76.00060486793518,1,0,0.0,0,0,0.4999987483055932
39,167,102,57,0,4000,1,80,2.000089168548584,78.00069403648376,1,0,0.0,0,0,0.49997770885668846
40,167,102,58,0,4000,1,80,2.000041961669922,80.00073599815369,1,0,0.0,0,0,0.49998950980261264
41,167,102,59,0,4000,1,80,1.999912977218628,82.00064897537231,1,0,0.0,0,0,0.5000217566420048
42,167,102,60,0,4000,1,80,2.0000369548797607,84.00068593025208,1,0,0.0,0,0,0.49999076145076454
43,167,102,61,0,4000,1,80,2.0000360012054443,86.00072193145752,1,0,0.0,0,0,0.4999909998606468
44,167,102,62,0,4000,1,80,2.0000319480896,88.00075387954712,1,0,0.0,0,0,0.499992013105183
45,167,102,63,0,4000,1,80,1.9999539852142332,90.00070786476135,1,0,0.0,0,0,0.5000115039611178
46,167,102,64,0,4000,1,80,2.000272035598755,92.00097990036012,1,0,0.0,0,0,0.4999320003494741
47,167,102,65,0,4000,1,80,1.9998409748077397,94.00082087516785,1,0,0.0,0,0,0.5000397594594429
48,167,102,66,0,4000,1,80,1.9999370574951167,96.00075793266296,1,0,0.0,0,0,0.5000157361214562
49,167,102,67,0,4000,1,80,2.000056028366089,98.00081396102904,1,0,0.0,0,0,0.499985993300864
50,167,102,68,0,4000,1,80,2.000030994415283,100.00084495544434,1,0,0.0,0,0,0.49999225151625903
51,167,102,69,0,4000,1,80,2.000030994415283,102.00087594985962,1,0,0.0,0,0,0.49999225151625903
52,167,102,70,0,4000,1,80,1.9999470710754397,104.00082302093506,1,0,0.0,0,0,0.5000132325813332
53,167,102,71,0,4000,1,80,2.0000319480896,106.00085496902466,1,0,0.0,0,0,0.499992013105183
54,167,102,72,0,4000,1,80,2.0000500679016118,108.00090503692628,1,0,0.0,0,0,0.4999874833379386
55,167,102,73,0,4000,1,80,2.0000109672546387,110.00091600418092,1,0,0.0,0,0,0.49999725820137536
56,167,102,74,0,4000,1,80,2.000040054321289,112.0009560585022,1,0,0.0,0,0,0.4999899866202173
57,167,102,75,0,4000,1,80,2.0000200271606445,114.00097608566284,1,0,0.0,0,0,0.49999499325997426
58,167,102,76,0,4000,1,80,2.0000147819519043,116.00099086761476,1,0,0.0,0,0,0.49999630453933697
59,167,102,77,0,4000,1,80,1.9999370574951167,118.00092792510986,1,0,0.0,0,0,0.5000157361214562
60,167,102,78,0,4000,1,80,2.0000109672546387,120.0009388923645,1,0,0.0,0,0,0.49999725820137536
